Step_Time(s),Current(A),Voltage(V),Temperature (C)_1,Temperature (C)_2
3.010534035243054,0.0,3.495513916015625,-10.231257438659668,-10.552252769470215
1.154878882e-06,1.1783233880996704,3.907010078430176,-10.075469970703125,-10.552252769470215
5.007572540829781,0.17813730239868164,3.6001577377319336,-10.075469970703125,-10.662320137023926
10.015151625973225,0.14813768863677979,3.6001577377319336,-10.263127326965332,-10.584141731262207
15.02258789109492,0.12681721150875092,3.6001577377319336,-10.153358459472656,-10.552252769470215
20.030288238520985,0.11021366715431213,3.6001577377319336,-10.341041564941406,-10.537858009338379
25.037862704148903,0.09681761264801025,3.6001577377319336,-10.372917175292969,-10.427817344665527
30.04557383044453,0.08625171333551407,3.5998499393463135,-10.107331275939941,-10.584141731262207
35.05314598631468,0.07700655609369278,3.6001577377319336,-10.341041564941406,-10.537858009338379
40.06045636963823,0.06945948302745819,3.6001577377319336,-10.294998168945312,-10.616028785705566
45.06814709307361,0.063044473528862,3.5998499393463135,-10.139195442199707,-10.427817344665527
50.07573464732886,0.057572849094867706,3.6001577377319336,-10.107331275939941,-10.459696769714355
55.08344577362449,0.05285593122243881,3.6001577377319336,-10.21709156036377,-10.616028785705566
60.090823909842456,0.04908239468932152,3.6001577377319336,-10.294998168945312,-10.413422584533691
65.09843494663497,0.045308858156204224,3.6001577377319336,-10.21709156036377,-10.537858009338379
70.10604559846786,0.04229003190994263,3.6001577377319336,-10.294998168945312,-10.647916793823242
75.11358965228521,0.03945988044142723,3.6001577377319336,-10.061307907104492,-10.679804801940918
80.12115141424545,0.036818407475948334,3.5998499393463135,-10.21709156036377,-10.537858009338379
85.12872434003484,0.03493163734674454,3.6001577377319336,-10.294998168945312,-10.616028785705566
90.13631266420934,0.03285619243979454,3.6001577377319336,-9.951571464538574,-10.491578102111816
95.14386287738073,0.031158102676272392,3.6001577377319336,-10.139195442199707,-10.537858009338379
100.15144581212046,0.029460012912750244,3.6001577377319336,-10.263127326965332,-10.616028785705566
105.15901758303096,0.028139274567365646,3.5998499393463135,-10.029448509216309,-10.491578102111816
110.16658434946636,0.027007214725017548,3.6004652976989746,-10.107331275939941,-10.616028785705566
115.17416574436756,0.02568647637963295,3.6001577377319336,-10.139195442199707,-10.459696769714355
120.181728276247,0.0243657398968935,3.5998499393463135,-10.341041564941406,-10.569743156433105
125.18930158699604,0.023422356694936752,3.6001577377319336,-10.075469970703125,-10.616028785705566
130.1968779774221,0.022478971630334854,3.5998499393463135,-10.45084285736084,-10.584141731262207
135.2044043230966,0.021346911787986755,3.5998499393463135,-10.309168815612793,-10.616028785705566
140.2119784037649,0.020969558507204056,3.6001577377319336,-10.341041564941406,-10.584141731262207
145.21959636983073,0.020026173442602158,3.6001577377319336,-10.341041564941406,-10.505974769592285
150.2271608265083,0.019460143521428108,3.6001577377319336,-10.341041564941406,-10.662320137023926
155.2347291327822,0.01889411360025406,3.6001577377319336,-10.309168815612793,-10.584141731262207
160.2423074480064,0.01813940703868866,3.5998499393463135,-10.341041564941406,-10.584141731262207
165.24986112581442,0.01757337711751461,3.5998499393463135,-10.231257438659668,-10.584141731262207
170.25744521543302,0.016818668693304062,3.6001577377319336,-10.27729320526123,-10.584141731262207
175.26509898274418,0.016629992052912712,3.6001577377319336,-10.355207443237305,-10.552252769470215
180.272599151164,0.016252638772130013,3.6001577377319336,-10.199386596679688,-10.552252769470215
185.28016976719564,0.015686608850955963,3.5998499393463135,-10.245420455932617,-10.552252769470215
190.28773268403475,0.015309255570173264,3.6001577377319336,-10.401248931884766,-10.552252769470215
195.29528482200428,0.014931902289390564,3.6001577377319336,-10.479177474975586,-10.520365715026855
200.3029143368589,0.01455454807728529,3.6001577377319336,-10.433130264282227,-10.552252769470215
205.31048456793093,0.01417719479650259,3.6001577377319336,-10.401248931884766,-10.520365715026855
210.31798743106816,0.01379984151571989,3.6001577377319336,-10.479177474975586,-10.520365715026855
215.3256015475377,0.01361116487532854,3.6001577377319336,-10.401248931884766,-10.488480567932129
220.33317678308487,0.013045134022831917,3.6001577377319336,-10.479177474975586,-10.59853744506836
