时间,位移[mm],1#温度[℃],2#温度[℃]
 2025-07-23 22:26:29.9194,615.924,28.753102,28.685479
 2025-07-23 22:26:29.9294,615.928,28.78418,28.747625
 2025-07-23 22:26:29.9394,615.932,28.78418,28.716552
 2025-07-23 22:26:29.9494,615.937,28.760871,28.747626
 2025-07-23 22:26:29.9594,615.941,28.830796,28.747625
 2025-07-23 22:26:29.9694,615.945,28.791949,28.739857
 2025-07-23 22:26:29.9794,615.949,28.807488,28.770931
 2025-07-23 22:26:29.9894,615.953,28.877415,28.732089
 2025-07-23 22:26:29.9994,615.957,28.807489,28.732088
 2025-07-23 22:26:30.0094,615.962,28.77641,28.739857
 2025-07-23 22:26:30.0194,615.966,28.784179,28.747626
 2025-07-23 22:26:30.0294,615.97,28.815259,28.739857
 2025-07-23 22:26:30.0394,615.974,28.737562,28.755394
 2025-07-23 22:26:30.0494,615.978,28.76087,28.72432
 2025-07-23 22:26:30.0594,615.982,28.77641,28.739857
 2025-07-23 22:26:30.0694,615.987,28.768641,28.739857
 2025-07-23 22:26:30.0794,615.991,28.791949,28.72432
 2025-07-23 22:26:30.0894,615.995,28.737563,28.732088
 2025-07-23 22:26:30.0994,615.999,28.799719,28.739857
 2025-07-23 22:26:30.1094,616.003,28.745331,28.732088
 2025-07-23 22:26:30.1194,616.007,28.77641,28.755394
 2025-07-23 22:26:30.1294,616.012,28.76087,28.685479
 2025-07-23 22:26:30.1394,616.016,28.791949,28.732089
 2025-07-23 22:26:30.1494,616.02,28.760871,28.739857
 2025-07-23 22:26:30.1594,616.024,28.77641,28.716552
 2025-07-23 22:26:30.1694,616.028,28.722023,28.739857
 2025-07-23 22:26:30.1794,616.032,28.768641,28.755393
 2025-07-23 22:26:30.1894,616.037,28.76864,28.701015
 2025-07-23 22:26:30.1994,616.041,28.753101,28.708784
 2025-07-23 22:26:30.2094,616.045,28.737562,28.701015
 2025-07-23 22:26:30.2194,616.049,28.722023,28.72432
 2025-07-23 22:26:30.2294,616.053,28.722022,28.716552
 2025-07-23 22:26:30.2394,616.057,28.745331,28.708784
 2025-07-23 22:26:30.2494,616.062,28.690945,28.747626
 2025-07-23 22:26:30.2594,616.066,28.706483,28.716552
 2025-07-23 22:26:30.2694,616.07,28.77641,28.701015
 2025-07-23 22:26:30.2794,616.074,28.745331,28.747626
 2025-07-23 22:26:30.2894,616.078,28.745331,28.72432
 2025-07-23 22:26:30.2994,616.082,28.760871,28.747626
 2025-07-23 22:26:30.3094,616.087,28.745331,28.732089
 2025-07-23 22:26:30.3194,616.091,28.815258,28.708784
 2025-07-23 22:26:30.3294,616.095,28.77641,28.755394
 2025-07-23 22:26:30.3394,616.099,28.77641,28.716553
 2025-07-23 22:26:30.3494,616.103,28.791949,28.708784
 2025-07-23 22:26:30.3594,616.107,28.799719,28.755394
 2025-07-23 22:26:30.3694,616.112,28.799719,28.724321
 2025-07-23 22:26:30.3794,616.116,28.807488,28.739857
 2025-07-23 22:26:30.3894,616.12,28.799719,28.708784
 2025-07-23 22:26:30.3994,616.124,28.784179,28.708784
 2025-07-23 22:26:30.4094,616.128,28.760871,28.732089
 2025-07-23 22:26:30.4194,616.132,28.807488,28.701015
 2025-07-23 22:26:30.4294,616.137,28.78418,28.739857
 2025-07-23 22:26:30.4394,616.141,28.683174,28.739857
 2025-07-23 22:26:30.4494,616.145,28.737562,28.72432
 2025-07-23 22:26:30.4594,616.149,28.768641,28.716552
 2025-07-23 22:26:30.4694,616.153,28.729792,28.732088
 2025-07-23 22:26:30.4794,616.157,28.760871,28.755394
 2025-07-23 22:26:30.4894,616.162,28.737563,28.739857
 2025-07-23 22:26:30.4994,616.166,28.714253,28.724321
 2025-07-23 22:26:30.5094,616.17,28.737561,28.716552
 2025-07-23 22:26:30.5194,616.174,28.729792,28.701015
 2025-07-23 22:26:30.5294,616.178,28.753102,28.716552
 2025-07-23 22:26:30.5394,616.183,28.745331,28.732088
 2025-07-23 22:26:30.5494,616.187,28.753102,28.755394
 2025-07-23 22:26:30.5594,616.191,28.745332,28.708784
 2025-07-23 22:26:30.5694,616.195,28.745332,28.856383
 2025-07-23 22:26:30.5794,616.199,28.753102,28.794237
 2025-07-23 22:26:30.5894,616.203,28.76087,28.646637
 2025-07-23 22:26:30.5994,616.207,28.706483,28.755395
 2025-07-23 22:26:30.6094,616.212,28.791949,28.623332
 2025-07-23 22:26:30.6194,616.216,28.737563,28.763163
 2025-07-23 22:26:30.6294,616.22,28.737563,28.677711
 2025-07-23 22:26:30.6394,616.224,28.753101,28.732088
 2025-07-23 22:26:30.6494,616.228,28.729792,28.786467
 2025-07-23 22:26:30.6594,616.233,28.745331,28.693247
 2025-07-23 22:26:30.6694,616.237,28.745331,28.747626
 2025-07-23 22:26:30.6794,616.241,28.78418,28.68548
 2025-07-23 22:26:30.6894,616.245,28.745332,28.716553
 2025-07-23 22:26:30.6994,616.249,28.77641,28.708784
 2025-07-23 22:26:30.7094,616.253,28.78418,28.739858
 2025-07-23 22:26:30.7194,616.258,28.737562,28.724322
 2025-07-23 22:26:30.7294,616.262,28.760871,28.77093
 2025-07-23 22:26:30.7394,616.266,28.760871,28.724321
 2025-07-23 22:26:30.7494,616.27,28.745332,28.763163
 2025-07-23 22:26:30.7594,616.274,28.77641,28.693247
 2025-07-23 22:26:30.7694,616.279,28.745332,28.716553
 2025-07-23 22:26:30.7794,616.283,28.729793,28.747626
 2025-07-23 22:26:30.7894,616.287,28.768641,28.708784
 2025-07-23 22:26:30.7994,616.291,28.737563,28.677711
 2025-07-23 22:26:30.8094,616.295,28.78418,28.68548
 2025-07-23 22:26:30.8194,616.299,28.77641,28.770931
 2025-07-23 22:26:30.8294,616.304,28.78418,28.763162
 2025-07-23 22:26:30.8394,616.308,28.791949,28.739857
 2025-07-23 22:26:30.8494,616.312,28.753102,28.739857
 2025-07-23 22:26:30.8594,616.316,28.791949,28.732089
 2025-07-23 22:26:30.8694,616.32,28.77641,28.739857
 2025-07-23 22:26:30.8794,616.324,28.78418,28.701015
 2025-07-23 22:26:30.8894,616.329,28.768641,28.732088
 2025-07-23 22:26:30.8994,616.333,28.768641,28.747625
 2025-07-23 22:26:30.9094,616.337,28.745331,28.716552
 2025-07-23 22:26:30.9194,616.341,28.78418,28.677711
 2025-07-23 22:26:30.9294,616.345,28.753102,28.77093
 2025-07-23 22:26:30.9394,616.35,28.753102,28.72432
 2025-07-23 22:26:30.9494,616.354,28.737562,28.701015
 2025-07-23 22:26:30.9594,616.358,28.729792,28.747625
 2025-07-23 22:26:30.9694,616.362,28.791949,28.701015
 2025-07-23 22:26:30.9794,616.366,28.760871,28.716552
 2025-07-23 22:26:30.9894,616.37,28.768641,28.732089
 2025-07-23 22:26:30.9994,616.375,28.78418,28.72432
 2025-07-23 22:26:31.0094,616.379,28.745332,28.747626
 2025-07-23 22:26:31.0194,616.383,28.760871,28.72432
 2025-07-23 22:26:31.0294,616.387,28.77641,28.747625
 2025-07-23 22:26:31.0394,616.391,28.737562,28.739857
 2025-07-23 22:26:31.0494,616.395,28.760871,28.708784
 2025-07-23 22:26:31.0594,616.4,28.768641,28.755393
 2025-07-23 22:26:31.0694,616.404,28.753102,28.732089
 2025-07-23 22:26:31.0794,616.408,28.78418,28.708784
 2025-07-23 22:26:31.0894,616.412,28.753102,28.763162
 2025-07-23 22:26:31.0994,616.416,28.807488,28.716552
 2025-07-23 22:26:31.1094,616.42,28.76087,28.732088
 2025-07-23 22:26:31.1194,616.425,28.737562,28.708784
 2025-07-23 22:26:31.1294,616.429,28.729792,28.716552
 2025-07-23 22:26:31.1394,616.433,28.7531,28.755394
 2025-07-23 22:26:31.1494,616.437,28.784179,28.708784
 2025-07-23 22:26:31.1594,616.441,28.77641,28.716552
 2025-07-23 22:26:31.1694,616.445,28.737562,28.724321
 2025-07-23 22:26:31.1794,616.45,28.799719,28.701015
 2025-07-23 22:26:31.1894,616.454,28.714253,28.732088
 2025-07-23 22:26:31.1994,616.458,28.737561,28.701015
 2025-07-23 22:26:31.2094,616.462,28.722022,28.716552
 2025-07-23 22:26:31.2194,616.466,28.659866,28.701015
 2025-07-23 22:26:31.2294,616.47,28.768639,28.701015
 2025-07-23 22:26:31.2394,616.475,28.753101,28.732088
 2025-07-23 22:26:31.2494,616.479,28.683174,28.693247
 2025-07-23 22:26:31.2594,616.483,28.722023,28.708784
 2025-07-23 22:26:31.2694,616.487,28.714253,28.732089
 2025-07-23 22:26:31.2794,616.491,28.768641,28.701015
 2025-07-23 22:26:31.2894,616.495,28.753102,28.72432
 2025-07-23 22:26:31.2994,616.5,28.77641,28.72432
 2025-07-23 22:26:31.3094,616.504,28.791949,28.693248
 2025-07-23 22:26:31.3194,616.508,28.791949,28.72432
 2025-07-23 22:26:31.3294,616.512,28.760871,28.716552
 2025-07-23 22:26:31.3394,616.516,28.768641,28.716553
 2025-07-23 22:26:31.3494,616.52,28.77641,28.739857
 2025-07-23 22:26:31.3594,616.525,28.799719,28.693247
 2025-07-23 22:26:31.3694,616.529,28.729793,28.72432
 2025-07-23 22:26:31.3794,616.533,28.760871,28.724321
 2025-07-23 22:26:31.3894,616.537,28.77641,28.747625
 2025-07-23 22:26:31.3994,616.541,28.77641,28.732089
 2025-07-23 22:26:31.4094,616.545,28.77641,28.739857
 2025-07-23 22:26:31.4194,616.55,28.745331,28.77093
 2025-07-23 22:26:31.4294,616.554,28.77641,28.708784
 2025-07-23 22:26:31.4394,616.558,28.768641,28.732088
 2025-07-23 22:26:31.4494,616.562,28.753102,28.732088
 2025-07-23 22:26:31.4594,616.566,28.78418,28.72432
 2025-07-23 22:26:31.4694,616.57,28.76864,28.763162
 2025-07-23 22:26:31.4794,616.575,28.745332,28.77093
 2025-07-23 22:26:31.4894,616.579,28.745332,28.716553
 2025-07-23 22:26:31.4994,616.583,28.737562,28.747626
 2025-07-23 22:26:31.5094,616.587,28.737563,28.716552
 2025-07-23 22:26:31.5194,616.591,28.760871,28.747626
 2025-07-23 22:26:31.5294,616.595,28.753101,28.72432
 2025-07-23 22:26:31.5394,616.6,28.722023,28.708784
 2025-07-23 22:26:31.5494,616.604,28.698713,28.724321
 2025-07-23 22:26:31.5594,616.608,28.768641,28.72432
 2025-07-23 22:26:31.5694,616.612,28.729792,28.72432
 2025-07-23 22:26:31.5794,616.616,28.77641,28.716552
 2025-07-23 22:26:31.5894,616.62,28.76864,28.685479
 2025-07-23 22:26:31.5994,616.625,28.760871,28.732089
 2025-07-23 22:26:31.6094,616.629,28.76087,28.693247
 2025-07-23 22:26:31.6194,616.633,28.745331,28.732088
 2025-07-23 22:26:31.6294,616.637,28.745332,28.739857
 2025-07-23 22:26:31.6394,616.641,28.799719,28.708784
 2025-07-23 22:26:31.6494,616.645,28.745331,28.755393
 2025-07-23 22:26:31.6594,616.65,28.799719,28.732089
 2025-07-23 22:26:31.6694,616.654,28.77641,28.739857
 2025-07-23 22:26:31.6794,616.658,28.768641,28.755394
 2025-07-23 22:26:31.6894,616.662,28.791949,28.708784
 2025-07-23 22:26:31.6994,616.666,28.807488,28.747626
 2025-07-23 22:26:31.7094,616.67,28.791949,28.716552
 2025-07-23 22:26:31.7194,616.675,28.791949,28.755393
 2025-07-23 22:26:31.7294,616.679,28.76864,28.747625
 2025-07-23 22:26:31.7394,616.683,28.807488,28.716553
 2025-07-23 22:26:31.7494,616.687,28.815258,28.716552
 2025-07-23 22:26:31.7594,616.691,28.78418,28.72432
 2025-07-23 22:26:31.7694,616.695,28.760871,28.732088
 2025-07-23 22:26:31.7794,616.7,28.76087,28.701015
 2025-07-23 22:26:31.7894,616.704,28.768641,28.708784
 2025-07-23 22:26:31.7994,616.708,28.745332,28.708784
 2025-07-23 22:26:31.8094,616.712,28.722024,28.739857
 2025-07-23 22:26:31.8194,616.716,28.76864,28.72432
 2025-07-23 22:26:31.8294,616.72,28.745331,28.716552
 2025-07-23 22:26:31.8394,616.725,28.737561,28.763162
 2025-07-23 22:26:31.8494,616.729,28.737561,28.732088
 2025-07-23 22:26:31.8594,616.733,28.698713,28.739857
 2025-07-23 22:26:31.8694,616.737,28.737563,28.708784
 2025-07-23 22:26:31.8794,616.741,28.768641,28.701015
 2025-07-23 22:26:31.8894,616.745,28.745331,28.732088
 2025-07-23 22:26:31.8994,616.75,28.768641,28.716552
 2025-07-23 22:26:31.9094,616.754,28.729792,28.755393
 2025-07-23 22:26:31.9194,616.758,28.737563,28.716552
 2025-07-23 22:26:31.9294,616.762,28.77641,28.739857
 2025-07-23 22:26:31.9394,616.766,28.745332,28.739857
 2025-07-23 22:26:31.9494,616.77,28.791949,28.701015
 2025-07-23 22:26:31.9594,616.775,28.776409,28.708784
 2025-07-23 22:26:31.9694,616.779,28.753102,28.677711
 2025-07-23 22:26:31.9794,616.783,28.77641,28.701015
 2025-07-23 22:26:31.9894,616.787,28.77641,28.654406
 2025-07-23 22:26:31.9994,616.791,28.753102,28.7787
 2025-07-23 22:26:32.0094,616.795,28.698713,28.739858
 2025-07-23 22:26:32.0194,616.8,28.760871,28.732088
 2025-07-23 22:26:32.0294,616.804,28.714254,28.716553
 2025-07-23 22:26:32.0394,616.808,28.760871,28.739857
 2025-07-23 22:26:32.0494,616.812,28.737563,28.732088
 2025-07-23 22:26:32.0594,616.816,28.714253,28.708784
 2025-07-23 22:26:32.0694,616.82,28.745332,28.732088
 2025-07-23 22:26:32.0794,616.825,28.737563,28.732089
 2025-07-23 22:26:32.0894,616.829,28.760871,28.716552
 2025-07-23 22:26:32.0994,616.833,28.753102,28.708784
 2025-07-23 22:26:32.1094,616.837,28.753102,28.724321
 2025-07-23 22:26:32.1194,616.841,28.760871,28.693247
 2025-07-23 22:26:32.1294,616.846,28.722023,28.747625
 2025-07-23 22:26:32.1394,616.85,28.737563,28.685479
 2025-07-23 22:26:32.1494,616.854,28.745332,28.732089
 2025-07-23 22:26:32.1594,616.858,28.753102,28.716552
 2025-07-23 22:26:32.1694,616.862,28.745332,28.716552
 2025-07-23 22:26:32.1794,616.866,28.698714,28.724321
 2025-07-23 22:26:32.1894,616.871,28.722023,28.739857
 2025-07-23 22:26:32.1994,616.875,28.706484,28.739857
 2025-07-23 22:26:32.2094,616.879,28.745331,28.708784
 2025-07-23 22:26:32.2194,616.883,28.745331,28.732089
 2025-07-23 22:26:32.2294,616.887,28.737563,28.685479
 2025-07-23 22:26:32.2394,616.891,28.737563,28.716552
 2025-07-23 22:26:32.2494,616.896,28.737563,28.708784
 2025-07-23 22:26:32.2594,616.9,28.722022,28.701015
 2025-07-23 22:26:32.2694,616.904,28.745332,28.72432
 2025-07-23 22:26:32.2794,616.908,28.768641,28.72432
 2025-07-23 22:26:32.2894,616.912,28.745332,28.739857
 2025-07-23 22:26:32.2994,616.917,28.753102,28.708784
 2025-07-23 22:26:32.3094,616.921,28.714253,28.72432
 2025-07-23 22:26:32.3194,616.925,28.722023,28.716552
 2025-07-23 22:26:32.3294,616.929,28.737562,28.716552
 2025-07-23 22:26:32.3394,616.933,28.753101,28.732088
 2025-07-23 22:26:32.3494,616.937,28.737563,28.716553
 2025-07-23 22:26:32.3594,616.942,28.737562,28.72432
 2025-07-23 22:26:32.3694,616.946,28.760871,28.732088
 2025-07-23 22:26:32.3794,616.95,28.737563,28.732088
 2025-07-23 22:26:32.3894,616.954,28.768641,28.701015
 2025-07-23 22:26:32.3994,616.958,28.768641,28.708784
 2025-07-23 22:26:32.4094,616.962,28.745332,28.732088
 2025-07-23 22:26:32.4194,616.967,28.76087,28.701015
 2025-07-23 22:26:32.4294,616.971,28.768641,28.72432
 2025-07-23 22:26:32.4394,616.975,28.729792,28.732088
 2025-07-23 22:26:32.4494,616.979,28.722023,28.716552
 2025-07-23 22:26:32.4594,616.983,28.753102,28.747626
 2025-07-23 22:26:32.4694,616.988,28.768641,28.701015
 2025-07-23 22:26:32.4794,616.992,28.768641,28.739857
 2025-07-23 22:26:32.4894,616.996,28.768641,28.732088
 2025-07-23 22:26:32.4994,617.0,28.768641,28.732088
 2025-07-23 22:26:32.5094,617.004,28.753102,28.716552
 2025-07-23 22:26:32.5194,617.008,28.760871,28.708784
 2025-07-23 22:26:32.5294,617.013,28.729792,28.739857
 2025-07-23 22:26:32.5394,617.017,28.760871,28.72432
 2025-07-23 22:26:32.5494,617.021,28.737562,28.732088
 2025-07-23 22:26:32.5594,617.025,28.760871,28.755394
 2025-07-23 22:26:32.5694,617.029,28.78418,28.716552
 2025-07-23 22:26:32.5794,617.033,28.76087,28.747626
 2025-07-23 22:26:32.5894,617.038,28.78418,28.708784
 2025-07-23 22:26:32.5994,617.042,28.77641,28.739857
 2025-07-23 22:26:32.6094,617.046,28.760871,28.747625
 2025-07-23 22:26:32.6194,617.05,28.722024,28.693248
 2025-07-23 22:26:32.6294,617.054,28.729793,28.739857
 2025-07-23 22:26:32.6394,617.058,28.753102,28.716552
 2025-07-23 22:26:32.6494,617.063,28.745332,28.732088
 2025-07-23 22:26:32.6594,617.067,28.768641,28.732088
 2025-07-23 22:26:32.6694,617.071,28.760871,28.716552
 2025-07-23 22:26:32.6794,617.075,28.76864,28.778699
 2025-07-23 22:26:32.6894,617.079,28.823028,28.693247
 2025-07-23 22:26:32.6994,617.083,28.737563,28.732088
 2025-07-23 22:26:32.7094,617.088,28.791949,28.708784
 2025-07-23 22:26:32.7194,617.092,28.784181,28.724321
 2025-07-23 22:26:32.7294,617.096,28.753102,28.724321
 2025-07-23 22:26:32.7394,617.1,28.76087,28.72432
 2025-07-23 22:26:32.7494,617.104,28.791949,28.755393
 2025-07-23 22:26:32.7594,617.108,28.78418,28.701015
 2025-07-23 22:26:32.7694,617.113,28.791949,28.708784
 2025-07-23 22:26:32.7794,617.117,28.729792,28.716552
 2025-07-23 22:26:32.7894,617.121,28.77641,28.732088
 2025-07-23 22:26:32.7994,617.125,28.77641,28.739857
 2025-07-23 22:26:32.8094,617.129,28.784179,28.72432
 2025-07-23 22:26:32.8194,617.133,28.77641,28.747626
 2025-07-23 22:26:32.8294,617.138,28.823028,28.724321
 2025-07-23 22:26:32.8394,617.142,28.76087,28.755393
 2025-07-23 22:26:32.8494,617.146,28.791949,28.732088
 2025-07-23 22:26:32.8594,617.15,28.861876,28.732088
 2025-07-23 22:26:32.8694,617.154,28.807488,28.732088
 2025-07-23 22:26:32.8794,617.158,28.784179,28.732089
 2025-07-23 22:26:32.8894,617.163,28.753102,28.72432
 2025-07-23 22:26:32.8994,617.167,28.823028,28.755393
 2025-07-23 22:26:32.9094,617.171,28.768641,28.701015
 2025-07-23 22:26:32.9194,617.175,28.76087,28.739857
 2025-07-23 22:26:32.9294,617.179,28.807489,28.716552
 2025-07-23 22:26:32.9394,617.183,28.745331,28.763163
 2025-07-23 22:26:32.9494,617.188,28.753102,28.708784
 2025-07-23 22:26:32.9594,617.192,28.78418,28.708784
 2025-07-23 22:26:32.9694,617.196,28.77641,28.716552
 2025-07-23 22:26:32.9794,617.2,28.768641,28.716552
 2025-07-23 22:26:32.9894,617.204,28.745332,28.72432
 2025-07-23 22:26:32.9994,617.208,28.76087,28.701015
 2025-07-23 22:26:33.0094,617.213,28.745331,28.732088
 2025-07-23 22:26:33.0194,617.217,28.77641,28.716553
 2025-07-23 22:26:33.0294,617.221,28.77641,28.701015
 2025-07-23 22:26:33.0394,617.225,28.760871,28.716552
 2025-07-23 22:26:33.0494,617.229,28.77641,28.732088
 2025-07-23 22:26:33.0594,617.233,28.760871,28.72432
 2025-07-23 22:26:33.0694,617.238,28.753102,28.72432
 2025-07-23 22:26:33.0794,617.242,28.760871,28.739857
 2025-07-23 22:26:33.0894,617.246,28.78418,28.701015
 2025-07-23 22:26:33.0994,617.25,28.77641,28.701015
 2025-07-23 22:26:33.1094,617.254,28.77641,28.72432
 2025-07-23 22:26:33.1194,617.258,28.753102,28.778699
 2025-07-23 22:26:33.1294,617.263,28.760871,28.708784
 2025-07-23 22:26:33.1394,617.267,28.737562,28.732089
 2025-07-23 22:26:33.1494,617.271,28.760871,28.716552
 2025-07-23 22:26:33.1594,617.275,28.78418,28.739857
 2025-07-23 22:26:33.1694,617.279,28.78418,28.732088
 2025-07-23 22:26:33.1794,617.283,28.791949,28.724321
 2025-07-23 22:26:33.1894,617.287,28.753102,28.755394
 2025-07-23 22:26:33.1994,617.292,28.791949,28.739857
 2025-07-23 22:26:33.2094,617.296,28.77641,28.763161
 2025-07-23 22:26:33.2194,617.3,28.807488,28.72432
 2025-07-23 22:26:33.2294,617.304,28.729792,28.739857
 2025-07-23 22:26:33.2394,617.308,28.760871,28.716552
 2025-07-23 22:26:33.2494,617.313,28.753102,28.732089
 2025-07-23 22:26:33.2594,617.317,28.78418,28.739857
 2025-07-23 22:26:33.2694,617.321,28.791949,28.701015
 2025-07-23 22:26:33.2794,617.325,28.745331,28.802004
 2025-07-23 22:26:33.2894,617.329,28.745332,28.755394
 2025-07-23 22:26:33.2994,617.333,28.737561,28.755394
 2025-07-23 22:26:33.3094,617.338,28.77641,28.701015
 2025-07-23 22:26:33.3194,617.342,28.737562,28.770931
 2025-07-23 22:26:33.3294,617.346,28.760871,28.693248
 2025-07-23 22:26:33.3394,617.35,28.78418,28.708784
 2025-07-23 22:26:33.3494,617.354,28.77641,28.693247
 2025-07-23 22:26:33.3594,617.358,28.745332,28.732088
 2025-07-23 22:26:33.3694,617.363,28.737563,28.724321
 2025-07-23 22:26:33.3794,617.367,28.714254,28.716553
 2025-07-23 22:26:33.3894,617.371,28.760871,28.747626
 2025-07-23 22:26:33.3994,617.375,28.76864,28.693247
 2025-07-23 22:26:33.4094,617.379,28.737563,28.732089
 2025-07-23 22:26:33.4194,617.383,28.77641,28.716553
 2025-07-23 22:26:33.4294,617.388,28.729792,28.755394
 2025-07-23 22:26:33.4394,617.392,28.791949,28.778699
 2025-07-23 22:26:33.4494,617.396,28.745331,28.716553
 2025-07-23 22:26:33.4594,617.4,28.76864,28.654405
 2025-07-23 22:26:33.4694,617.404,28.77641,28.708785
 2025-07-23 22:26:33.4794,617.408,28.78418,28.72432
 2025-07-23 22:26:33.4894,617.413,28.760871,28.708784
 2025-07-23 22:26:33.4994,617.417,28.768641,28.669943
 2025-07-23 22:26:33.5094,617.421,28.753102,28.716552
 2025-07-23 22:26:33.5194,617.425,28.77641,28.701015
 2025-07-23 22:26:33.5294,617.429,28.760871,28.693247
 2025-07-23 22:26:33.5394,617.433,28.768641,28.72432
 2025-07-23 22:26:33.5494,617.438,28.768641,28.708784
 2025-07-23 22:26:33.5594,617.442,28.729793,28.716553
 2025-07-23 22:26:33.5694,617.446,28.78418,28.732088
 2025-07-23 22:26:33.5794,617.45,28.78418,28.701015
 2025-07-23 22:26:33.5894,617.454,28.753102,28.739857
 2025-07-23 22:26:33.5994,617.459,28.77641,28.701015
 2025-07-23 22:26:33.6094,617.463,28.791949,28.72432
 2025-07-23 22:26:33.6194,617.467,28.791949,28.701015
 2025-07-23 22:26:33.6294,617.471,28.76087,28.747626
 2025-07-23 22:26:33.6394,617.475,28.753102,28.701015
 2025-07-23 22:26:33.6494,617.479,28.77641,28.72432
 2025-07-23 22:26:33.6594,617.484,28.77641,28.72432
 2025-07-23 22:26:33.6694,617.488,28.760871,28.716552
 2025-07-23 22:26:33.6794,617.492,28.753102,28.732088
 2025-07-23 22:26:33.6894,617.496,28.77641,28.732088
 2025-07-23 22:26:33.6994,617.5,28.753102,28.747626
 2025-07-23 22:26:33.7094,617.504,28.768641,28.693247
 2025-07-23 22:26:33.7194,617.509,28.760871,28.72432
 2025-07-23 22:26:33.7294,617.513,28.799719,28.708784
 2025-07-23 22:26:33.7394,617.517,28.706484,28.72432
 2025-07-23 22:26:33.7494,617.521,28.791949,28.739857
 2025-07-23 22:26:33.7594,617.525,28.768641,28.739857
 2025-07-23 22:26:33.7694,617.53,28.753101,28.716552
 2025-07-23 22:26:33.7794,617.534,28.768641,28.72432
 2025-07-23 22:26:33.7894,617.538,28.737562,28.732088
 2025-07-23 22:26:33.7994,617.542,28.745332,28.72432
 2025-07-23 22:26:33.8094,617.546,28.737563,28.72432
 2025-07-23 22:26:33.8194,617.55,28.77641,28.739857
 2025-07-23 22:26:33.8294,617.555,28.729792,28.716553
 2025-07-23 22:26:33.8394,617.559,28.76087,28.747625
 2025-07-23 22:26:33.8494,617.563,28.722024,28.747625
 2025-07-23 22:26:33.8594,617.567,28.737563,28.747625
 2025-07-23 22:26:33.8694,617.571,28.745332,28.72432
 2025-07-23 22:26:33.8794,617.575,28.729793,28.732089
 2025-07-23 22:26:33.8894,617.58,28.753102,28.747625
 2025-07-23 22:26:33.8994,617.584,28.737563,28.747625
 2025-07-23 22:26:33.9094,617.588,28.745331,28.716552
 2025-07-23 22:26:33.9194,617.592,28.714253,28.778699
 2025-07-23 22:26:33.9294,617.596,28.78418,28.708784
 2025-07-23 22:26:33.9394,617.6,28.753102,28.747625
 2025-07-23 22:26:33.9494,617.605,28.768641,28.724321
 2025-07-23 22:26:33.9594,617.609,28.77641,28.739857
 2025-07-23 22:26:33.9694,617.613,28.753102,28.739857
 2025-07-23 22:26:33.9794,617.617,28.78418,28.708784
 2025-07-23 22:26:33.9894,617.621,28.737562,28.739857
 2025-07-23 22:26:33.9994,617.626,28.768641,28.72432
 2025-07-23 22:26:34.0094,617.63,28.729793,28.732088
 2025-07-23 22:26:34.0194,617.634,28.745332,28.701015
 2025-07-23 22:26:34.0294,617.638,28.722023,28.716552
 2025-07-23 22:26:34.0394,617.642,28.799719,28.732088
 2025-07-23 22:26:34.0494,617.646,28.745331,28.755394
 2025-07-23 22:26:34.0594,617.651,28.768641,28.755394
 2025-07-23 22:26:34.0694,617.655,28.753101,28.72432
 2025-07-23 22:26:34.0794,617.659,28.760871,28.701015
 2025-07-23 22:26:34.0894,617.663,28.791949,28.739857
 2025-07-23 22:26:34.0994,617.667,28.77641,28.716552
 2025-07-23 22:26:34.1094,617.671,28.722022,28.732088
 2025-07-23 22:26:34.1194,617.676,28.760871,28.72432
 2025-07-23 22:26:34.1294,617.68,28.77641,28.747625
 2025-07-23 22:26:34.1394,617.684,28.745332,28.732089
 2025-07-23 22:26:34.1494,617.688,28.768641,28.708784
 2025-07-23 22:26:34.1594,617.692,28.76864,28.77093
 2025-07-23 22:26:34.1694,617.696,28.78418,28.716553
 2025-07-23 22:26:34.1794,617.701,28.753101,28.716552
 2025-07-23 22:26:34.1894,617.705,28.745332,28.724321
 2025-07-23 22:26:34.1994,617.709,28.760871,28.755393
 2025-07-23 22:26:34.2094,617.713,28.77641,28.732089
 2025-07-23 22:26:34.2194,617.717,28.77641,28.732088
 2025-07-23 22:26:34.2294,617.721,28.745332,28.716552
 2025-07-23 22:26:34.2394,617.726,28.737563,28.739857
 2025-07-23 22:26:34.2494,617.73,28.745332,28.716553
 2025-07-23 22:26:34.2594,617.734,28.753102,28.747626
 2025-07-23 22:26:34.2694,617.738,28.77641,28.747626
 2025-07-23 22:26:34.2794,617.742,28.768641,28.693247
 2025-07-23 22:26:34.2894,617.746,28.706483,28.739857
 2025-07-23 22:26:34.2994,617.751,28.753101,28.755395
 2025-07-23 22:26:34.3094,617.755,28.76087,28.701016
 2025-07-23 22:26:34.3194,617.759,28.768641,28.747625
 2025-07-23 22:26:34.3294,617.763,28.722022,28.72432
 2025-07-23 22:26:34.3394,617.767,28.737562,28.732088
 2025-07-23 22:26:34.3494,617.771,28.768641,28.747625
 2025-07-23 22:26:34.3594,617.776,28.729792,28.739857
 2025-07-23 22:26:34.3694,617.78,28.753102,28.72432
 2025-07-23 22:26:34.3794,617.784,28.722022,28.778699
 2025-07-23 22:26:34.3894,617.788,28.753102,28.72432
 2025-07-23 22:26:34.3994,617.792,28.737563,28.708784
 2025-07-23 22:26:34.4094,617.796,28.791949,28.685479
