时间,位移[mm],1#温度[℃],2#温度[℃]
 2025-07-23 22:26:25.4194,614.048,28.737563,28.77093
 2025-07-23 22:26:25.4294,614.052,28.78418,28.739857
 2025-07-23 22:26:25.4394,614.056,28.760871,28.739857
 2025-07-23 22:26:25.4494,614.06,28.745331,28.747626
 2025-07-23 22:26:25.4594,614.064,28.714253,28.739857
 2025-07-23 22:26:25.4694,614.068,28.745331,28.755393
 2025-07-23 22:26:25.4794,614.073,28.714253,28.778699
 2025-07-23 22:26:25.4894,614.077,28.791949,28.739857
 2025-07-23 22:26:25.4994,614.081,28.722024,28.739857
 2025-07-23 22:26:25.5094,614.085,28.77641,28.763162
 2025-07-23 22:26:25.5194,614.089,28.760871,28.693247
 2025-07-23 22:26:25.5294,614.093,28.714253,28.755395
 2025-07-23 22:26:25.5394,614.098,28.729792,28.72432
 2025-07-23 22:26:25.5494,614.102,28.768641,28.724321
 2025-07-23 22:26:25.5594,614.106,28.675405,28.72432
 2025-07-23 22:26:25.5694,614.11,28.78418,28.716552
 2025-07-23 22:26:25.5794,614.114,28.745331,28.72432
 2025-07-23 22:26:25.5894,614.118,28.722023,28.747626
 2025-07-23 22:26:25.5994,614.123,28.698713,28.685479
 2025-07-23 22:26:25.6094,614.127,28.737561,28.716552
 2025-07-23 22:26:25.6194,614.131,28.791949,28.701016
 2025-07-23 22:26:25.6294,614.135,28.737563,28.708784
 2025-07-23 22:26:25.6394,614.139,28.706484,28.724321
 2025-07-23 22:26:25.6494,614.143,28.722023,28.701015
 2025-07-23 22:26:25.6594,614.148,28.753102,28.701015
 2025-07-23 22:26:25.6694,614.152,28.729793,28.708784
 2025-07-23 22:26:25.6794,614.156,28.737563,28.724321
 2025-07-23 22:26:25.6894,614.16,28.737561,28.701015
 2025-07-23 22:26:25.6994,614.164,28.745331,28.732088
 2025-07-23 22:26:25.7094,614.168,28.807488,28.732088
 2025-07-23 22:26:25.7194,614.173,28.706484,28.747625
 2025-07-23 22:26:25.7294,614.177,28.753102,28.708784
 2025-07-23 22:26:25.7394,614.181,28.791949,28.708784
 2025-07-23 22:26:25.7494,614.185,28.815258,28.747626
 2025-07-23 22:26:25.7594,614.189,28.77641,28.693247
 2025-07-23 22:26:25.7694,614.193,28.768641,28.747625
 2025-07-23 22:26:25.7794,614.198,28.714253,28.739857
 2025-07-23 22:26:25.7894,614.202,28.768641,28.72432
 2025-07-23 22:26:25.7994,614.206,28.753101,28.716552
 2025-07-23 22:26:25.8094,614.21,28.76864,28.701015
 2025-07-23 22:26:25.8194,614.214,28.753102,28.755393
 2025-07-23 22:26:25.8294,614.218,28.745332,28.708784
 2025-07-23 22:26:25.8394,614.223,28.729793,28.677711
 2025-07-23 22:26:25.8494,614.227,28.745331,28.716552
 2025-07-23 22:26:25.8594,614.231,28.753101,28.732089
 2025-07-23 22:26:25.8694,614.235,28.78418,28.693247
 2025-07-23 22:26:25.8794,614.239,28.729792,28.72432
 2025-07-23 22:26:25.8894,614.243,28.722023,28.716552
 2025-07-23 22:26:25.8994,614.248,28.722023,28.732089
 2025-07-23 22:26:25.9094,614.252,28.698713,28.708784
 2025-07-23 22:26:25.9194,614.256,28.77641,28.732088
 2025-07-23 22:26:25.9294,614.26,28.737562,28.747625
 2025-07-23 22:26:25.9394,614.264,28.77641,28.693247
 2025-07-23 22:26:25.9494,614.268,28.799719,28.739857
 2025-07-23 22:26:25.9594,614.273,28.799719,28.72432
 2025-07-23 22:26:25.9694,614.277,28.799719,28.739857
 2025-07-23 22:26:25.9794,614.281,28.768641,28.708784
 2025-07-23 22:26:25.9894,614.285,28.768641,28.747626
 2025-07-23 22:26:25.9994,614.289,28.791949,28.732088
 2025-07-23 22:26:26.0094,614.293,28.753102,28.747626
 2025-07-23 22:26:26.0194,614.298,28.760871,28.724321
 2025-07-23 22:26:26.0294,614.302,28.760871,28.685479
 2025-07-23 22:26:26.0394,614.306,28.753101,28.716552
 2025-07-23 22:26:26.0494,614.31,28.745332,28.724321
 2025-07-23 22:26:26.0594,614.314,28.76087,28.716552
 2025-07-23 22:26:26.0694,614.319,28.76087,28.739857
 2025-07-23 22:26:26.0794,614.323,28.77641,28.732089
 2025-07-23 22:26:26.0894,614.327,28.791949,28.708784
 2025-07-23 22:26:26.0994,614.331,28.737562,28.739857
 2025-07-23 22:26:26.1094,614.335,28.729792,28.739857
 2025-07-23 22:26:26.1194,614.339,28.753102,28.716553
 2025-07-23 22:26:26.1294,614.343,28.745331,28.72432
 2025-07-23 22:26:26.1394,614.348,28.760871,28.708784
 2025-07-23 22:26:26.1494,614.352,28.78418,28.716552
 2025-07-23 22:26:26.1594,614.356,28.745332,28.685479
 2025-07-23 22:26:26.1694,614.36,28.737563,28.701016
 2025-07-23 22:26:26.1794,614.364,28.760871,28.708784
 2025-07-23 22:26:26.1894,614.369,28.768641,28.732088
 2025-07-23 22:26:26.1994,614.373,28.737563,28.693247
 2025-07-23 22:26:26.2094,614.377,28.745331,28.716552
 2025-07-23 22:26:26.2194,614.381,28.737563,28.669942
 2025-07-23 22:26:26.2294,614.385,28.737562,28.747625
 2025-07-23 22:26:26.2394,614.39,28.737562,28.724321
 2025-07-23 22:26:26.2494,614.394,28.753102,28.677711
 2025-07-23 22:26:26.2594,614.398,28.737562,28.724321
 2025-07-23 22:26:26.2694,614.402,28.77641,28.72432
 2025-07-23 22:26:26.2794,614.406,28.760871,28.669942
 2025-07-23 22:26:26.2894,614.41,28.729792,28.763162
 2025-07-23 22:26:26.2994,614.415,28.78418,28.654405
 2025-07-23 22:26:26.3094,614.419,28.753102,28.739857
 2025-07-23 22:26:26.3194,614.423,28.745331,28.763161
 2025-07-23 22:26:26.3294,614.427,28.745332,28.716553
 2025-07-23 22:26:26.3394,614.431,28.77641,28.732089
 2025-07-23 22:26:26.3494,614.435,28.737563,28.763163
 2025-07-23 22:26:26.3594,614.44,28.745332,28.708784
 2025-07-23 22:26:26.3694,614.444,28.760871,28.716552
 2025-07-23 22:26:26.3794,614.448,28.737563,28.72432
 2025-07-23 22:26:26.3894,614.452,28.745332,28.747626
 2025-07-23 22:26:26.3994,614.456,28.745332,28.693247
 2025-07-23 22:26:26.4094,614.46,28.768641,28.732089
 2025-07-23 22:26:26.4194,614.465,28.737563,28.724321
 2025-07-23 22:26:26.4294,614.469,28.77641,28.732088
 2025-07-23 22:26:26.4394,614.473,28.706484,28.747625
 2025-07-23 22:26:26.4494,614.477,28.745332,28.755394
 2025-07-23 22:26:26.4594,614.481,28.729793,28.755394
 2025-07-23 22:26:26.4694,614.485,28.760871,28.763162
 2025-07-23 22:26:26.4794,614.49,28.729792,28.770931
 2025-07-23 22:26:26.4894,614.494,28.77641,28.72432
 2025-07-23 22:26:26.4994,614.498,28.714254,28.708784
 2025-07-23 22:26:26.5094,614.502,28.753101,28.732088
 2025-07-23 22:26:26.5194,614.506,28.78418,28.701015
 2025-07-23 22:26:26.5294,614.51,28.768641,28.732088
 2025-07-23 22:26:26.5394,614.515,28.729793,28.747625
 2025-07-23 22:26:26.5494,614.519,28.753102,28.724321
 2025-07-23 22:26:26.5594,614.523,28.815258,28.716552
 2025-07-23 22:26:26.5694,614.527,28.745332,28.763163
 2025-07-23 22:26:26.5794,614.531,28.737562,28.724321
 2025-07-23 22:26:26.5894,614.536,28.729793,28.747625
 2025-07-23 22:26:26.5994,614.54,28.722023,28.732088
 2025-07-23 22:26:26.6094,614.544,28.737563,28.72432
 2025-07-23 22:26:26.6194,614.548,28.760871,28.701016
 2025-07-23 22:26:26.6294,614.552,28.76087,28.732088
 2025-07-23 22:26:26.6394,614.556,28.714253,28.716552
 2025-07-23 22:26:26.6494,614.561,28.737562,28.701015
 2025-07-23 22:26:26.6594,614.565,28.745332,28.693247
 2025-07-23 22:26:26.6694,614.569,28.77641,28.724321
 2025-07-23 22:26:26.6794,614.573,28.683176,28.716552
 2025-07-23 22:26:26.6894,614.577,28.78418,28.716552
 2025-07-23 22:26:26.6994,614.581,28.78418,28.739857
 2025-07-23 22:26:26.7094,614.586,28.729792,28.732088
 2025-07-23 22:26:26.7194,614.59,28.77641,28.716552
 2025-07-23 22:26:26.7294,614.594,28.78418,28.708784
 2025-07-23 22:26:26.7394,614.598,28.729793,28.763162
 2025-07-23 22:26:26.7494,614.602,28.745332,28.755393
 2025-07-23 22:26:26.7594,614.606,28.760871,28.701015
 2025-07-23 22:26:26.7694,614.611,28.760871,28.716552
 2025-07-23 22:26:26.7794,614.615,28.76087,28.786468
 2025-07-23 22:26:26.7894,614.619,28.791949,28.701016
 2025-07-23 22:26:26.7994,614.623,28.791949,28.72432
 2025-07-23 22:26:26.8094,614.627,28.729792,28.755394
 2025-07-23 22:26:26.8194,614.631,28.830797,28.716552
 2025-07-23 22:26:26.8294,614.636,28.77641,28.747625
 2025-07-23 22:26:26.8394,614.64,28.753102,28.732088
 2025-07-23 22:26:26.8494,614.644,28.815258,28.716553
 2025-07-23 22:26:26.8594,614.648,28.745332,28.72432
 2025-07-23 22:26:26.8694,614.652,28.753102,28.708784
 2025-07-23 22:26:26.8794,614.656,28.760871,28.739857
 2025-07-23 22:26:26.8894,614.661,28.791949,28.739857
 2025-07-23 22:26:26.8994,614.665,28.768641,28.708784
 2025-07-23 22:26:26.9094,614.669,28.791949,28.732088
 2025-07-23 22:26:26.9194,614.673,28.768641,28.716552
 2025-07-23 22:26:26.9294,614.677,28.791949,28.72432
 2025-07-23 22:26:26.9394,614.681,28.77641,28.72432
 2025-07-23 22:26:26.9494,614.686,28.745332,28.72432
 2025-07-23 22:26:26.9594,614.69,28.745332,28.755394
 2025-07-23 22:26:26.9694,614.694,28.77641,28.72432
 2025-07-23 22:26:26.9794,614.698,28.760871,28.708784
 2025-07-23 22:26:26.9894,614.702,28.77641,28.732088
 2025-07-23 22:26:26.9994,614.706,28.799719,28.724321
 2025-07-23 22:26:27.0094,614.711,28.784179,28.770931
 2025-07-23 22:26:27.0194,614.715,28.745332,28.701015
 2025-07-23 22:26:27.0294,614.719,28.768639,28.693248
 2025-07-23 22:26:27.0394,614.723,28.799719,28.732089
 2025-07-23 22:26:27.0494,614.727,28.737562,28.755393
 2025-07-23 22:26:27.0594,614.731,28.760871,28.732089
 2025-07-23 22:26:27.0694,614.736,28.737562,28.739857
 2025-07-23 22:26:27.0794,614.74,28.76087,28.716552
 2025-07-23 22:26:27.0894,614.744,28.78418,28.716552
 2025-07-23 22:26:27.0994,614.748,28.737562,28.77093
 2025-07-23 22:26:27.1094,614.752,28.760871,28.716552
 2025-07-23 22:26:27.1194,614.756,28.807488,28.724321
 2025-07-23 22:26:27.1294,614.761,28.760871,28.763162
 2025-07-23 22:26:27.1394,614.765,28.745331,28.701015
 2025-07-23 22:26:27.1494,614.769,28.799719,28.716553
 2025-07-23 22:26:27.1594,614.773,28.745331,28.770931
 2025-07-23 22:26:27.1694,614.777,28.7531,28.716552
 2025-07-23 22:26:27.1794,614.781,28.823028,28.732088
 2025-07-23 22:26:27.1894,614.786,28.76087,28.747625
 2025-07-23 22:26:27.1994,614.79,28.729792,28.701015
 2025-07-23 22:26:27.2094,614.794,28.760871,28.739857
 2025-07-23 22:26:27.2194,614.798,28.753102,28.732088
 2025-07-23 22:26:27.2294,614.802,28.760871,28.716552
 2025-07-23 22:26:27.2394,614.806,28.76087,28.716553
 2025-07-23 22:26:27.2494,614.811,28.799718,28.732089
 2025-07-23 22:26:27.2594,614.815,28.791949,28.716552
 2025-07-23 22:26:27.2694,614.819,28.745331,28.747626
 2025-07-23 22:26:27.2794,614.823,28.729793,28.778698
 2025-07-23 22:26:27.2894,614.827,28.76864,28.701015
 2025-07-23 22:26:27.2994,614.831,28.760871,28.77093
 2025-07-23 22:26:27.3094,614.836,28.753102,28.716552
 2025-07-23 22:26:27.3194,614.84,28.768641,28.708784
 2025-07-23 22:26:27.3294,614.844,28.77641,28.747625
 2025-07-23 22:26:27.3394,614.848,28.791949,28.701015
 2025-07-23 22:26:27.3494,614.852,28.76087,28.708784
 2025-07-23 22:26:27.3594,614.856,28.722023,28.755394
 2025-07-23 22:26:27.3694,614.861,28.753102,28.716552
 2025-07-23 22:26:27.3794,614.865,28.7531,28.701016
 2025-07-23 22:26:27.3894,614.869,28.745332,28.72432
 2025-07-23 22:26:27.3994,614.873,28.77641,28.724321
 2025-07-23 22:26:27.4094,614.877,28.745331,28.747625
 2025-07-23 22:26:27.4194,614.881,28.76087,28.763162
 2025-07-23 22:26:27.4294,614.886,28.753102,28.701015
 2025-07-23 22:26:27.4394,614.89,28.745332,28.732088
 2025-07-23 22:26:27.4494,614.894,28.753102,28.72432
 2025-07-23 22:26:27.4594,614.898,28.753102,28.716552
 2025-07-23 22:26:27.4694,614.902,28.737563,28.716552
 2025-07-23 22:26:27.4794,614.907,28.760871,28.716552
 2025-07-23 22:26:27.4894,614.911,28.791949,28.716552
 2025-07-23 22:26:27.4994,614.915,28.768641,28.739857
 2025-07-23 22:26:27.5094,614.919,28.799719,28.716552
 2025-07-23 22:26:27.5194,614.923,28.76087,28.747626
 2025-07-23 22:26:27.5294,614.927,28.77641,28.739857
 2025-07-23 22:26:27.5394,614.931,28.807488,28.701015
 2025-07-23 22:26:27.5494,614.936,28.815258,28.708784
 2025-07-23 22:26:27.5594,614.94,28.729793,28.747626
 2025-07-23 22:26:27.5694,614.944,28.791949,28.708784
 2025-07-23 22:26:27.5794,614.948,28.830797,28.708784
 2025-07-23 22:26:27.5894,614.952,28.76087,28.739857
 2025-07-23 22:26:27.5994,614.957,28.77641,28.72432
 2025-07-23 22:26:27.6094,614.961,28.78418,28.739857
 2025-07-23 22:26:27.6194,614.965,28.745331,28.747626
 2025-07-23 22:26:27.6294,614.969,28.823028,28.747625
 2025-07-23 22:26:27.6394,614.973,28.78418,28.708784
 2025-07-23 22:26:27.6494,614.977,28.768641,28.747626
 2025-07-23 22:26:27.6594,614.982,28.78418,28.716552
 2025-07-23 22:26:27.6694,614.986,28.78418,28.732088
 2025-07-23 22:26:27.6794,614.99,28.799719,28.72432
 2025-07-23 22:26:27.6894,614.994,28.745332,28.716552
 2025-07-23 22:26:27.6994,614.998,28.768641,28.72432
 2025-07-23 22:26:27.7094,615.002,28.753102,28.739857
 2025-07-23 22:26:27.7194,615.007,28.799719,28.739857
 2025-07-23 22:26:27.7294,615.011,28.768641,28.716552
 2025-07-23 22:26:27.7394,615.015,28.768641,28.763162
 2025-07-23 22:26:27.7494,615.019,28.760871,28.732088
 2025-07-23 22:26:27.7594,615.023,28.737563,28.708784
 2025-07-23 22:26:27.7694,615.027,28.76087,28.747625
 2025-07-23 22:26:27.7794,615.032,28.760871,28.747626
 2025-07-23 22:26:27.7894,615.036,28.745332,28.747626
 2025-07-23 22:26:27.7994,615.04,28.760871,28.755394
 2025-07-23 22:26:27.8094,615.044,28.745332,28.739857
 2025-07-23 22:26:27.8194,615.048,28.737562,28.68548
 2025-07-23 22:26:27.8294,615.053,28.78418,28.755395
 2025-07-23 22:26:27.8394,615.057,28.760871,28.708784
 2025-07-23 22:26:27.8494,615.061,28.745331,28.732088
 2025-07-23 22:26:27.8594,615.065,28.760871,28.739857
 2025-07-23 22:26:27.8694,615.069,28.753101,28.786468
 2025-07-23 22:26:27.8794,615.073,28.745331,28.72432
 2025-07-23 22:26:27.8894,615.078,28.791949,28.739857
 2025-07-23 22:26:27.8994,615.082,28.77641,28.739857
 2025-07-23 22:26:27.9094,615.086,28.768641,28.677711
 2025-07-23 22:26:27.9194,615.09,28.753101,28.747626
 2025-07-23 22:26:27.9294,615.094,28.815258,28.739857
 2025-07-23 22:26:27.9394,615.099,28.760871,28.708784
 2025-07-23 22:26:27.9494,615.103,28.791949,28.693247
 2025-07-23 22:26:27.9594,615.107,28.77641,28.693247
 2025-07-23 22:26:27.9694,615.111,28.76087,28.732089
 2025-07-23 22:26:27.9794,615.115,28.737562,28.716553
 2025-07-23 22:26:27.9894,615.119,28.791949,28.747625
 2025-07-23 22:26:27.9994,615.124,28.722024,28.72432
 2025-07-23 22:26:28.0094,615.128,28.768641,28.72432
 2025-07-23 22:26:28.0194,615.132,28.729792,28.747625
 2025-07-23 22:26:28.0294,615.136,28.77641,28.739857
 2025-07-23 22:26:28.0394,615.14,28.753102,28.72432
 2025-07-23 22:26:28.0494,615.144,28.753102,28.716552
 2025-07-23 22:26:28.0594,615.148,28.807488,28.701015
 2025-07-23 22:26:28.0694,615.153,28.737563,28.739857
 2025-07-23 22:26:28.0794,615.157,28.722024,28.701015
 2025-07-23 22:26:28.0894,615.161,28.768641,28.739857
 2025-07-23 22:26:28.0994,615.165,28.768641,28.72432
 2025-07-23 22:26:28.1094,615.169,28.745332,28.701015
 2025-07-23 22:26:28.1194,615.174,28.745331,28.72432
 2025-07-23 22:26:28.1294,615.178,28.753102,28.72432
 2025-07-23 22:26:28.1394,615.182,28.784179,28.732089
 2025-07-23 22:26:28.1494,615.186,28.753102,28.732089
 2025-07-23 22:26:28.1594,615.19,28.77641,28.716552
 2025-07-23 22:26:28.1694,615.194,28.753102,28.77093
 2025-07-23 22:26:28.1794,615.199,28.76087,28.724321
 2025-07-23 22:26:28.1894,615.203,28.7531,28.763161
 2025-07-23 22:26:28.1994,615.207,28.768641,28.739857
 2025-07-23 22:26:28.2094,615.211,28.78418,28.739857
 2025-07-23 22:26:28.2194,615.215,28.76087,28.747626
 2025-07-23 22:26:28.2294,615.219,28.768641,28.747625
 2025-07-23 22:26:28.2394,615.224,28.760871,28.778699
 2025-07-23 22:26:28.2494,615.228,28.77641,28.739857
 2025-07-23 22:26:28.2594,615.232,28.77641,28.739858
 2025-07-23 22:26:28.2694,615.236,28.729792,28.739857
 2025-07-23 22:26:28.2794,615.24,28.745332,28.732088
 2025-07-23 22:26:28.2894,615.244,28.745331,28.708784
 2025-07-23 22:26:28.2994,615.249,28.737563,28.739857
 2025-07-23 22:26:28.3094,615.253,28.76087,28.72432
 2025-07-23 22:26:28.3194,615.257,28.737561,28.732088
 2025-07-23 22:26:28.3294,615.261,28.753101,28.763162
 2025-07-23 22:26:28.3394,615.265,28.753101,28.701015
 2025-07-23 22:26:28.3494,615.269,28.745331,28.716552
 2025-07-23 22:26:28.3594,615.274,28.753101,28.708784
 2025-07-23 22:26:28.3694,615.278,28.729791,28.716552
 2025-07-23 22:26:28.3794,615.282,28.737562,28.701015
 2025-07-23 22:26:28.3894,615.286,28.745331,28.72432
 2025-07-23 22:26:28.3994,615.29,28.714253,28.685479
 2025-07-23 22:26:28.4094,615.294,28.714253,28.732088
 2025-07-23 22:26:28.4194,615.299,28.76864,28.693248
 2025-07-23 22:26:28.4294,615.303,28.722024,28.716552
 2025-07-23 22:26:28.4394,615.307,28.690943,28.701015
 2025-07-23 22:26:28.4494,615.311,28.807488,28.708784
 2025-07-23 22:26:28.4594,615.315,28.76087,28.72432
 2025-07-23 22:26:28.4694,615.319,28.760871,28.685479
 2025-07-23 22:26:28.4794,615.324,28.76087,28.693247
 2025-07-23 22:26:28.4894,615.328,28.722022,28.716552
 2025-07-23 22:26:28.4994,615.332,28.753102,28.685479
 2025-07-23 22:26:28.5094,615.336,28.78418,28.755393
 2025-07-23 22:26:28.5194,615.34,28.791949,28.72432
 2025-07-23 22:26:28.5294,615.344,28.77641,28.72432
 2025-07-23 22:26:28.5394,615.349,28.745331,28.716552
 2025-07-23 22:26:28.5494,615.353,28.791949,28.732088
 2025-07-23 22:26:28.5594,615.357,28.78418,28.739857
 2025-07-23 22:26:28.5694,615.361,28.807488,28.747626
 2025-07-23 22:26:28.5794,615.365,28.830797,28.739857
 2025-07-23 22:26:28.5894,615.369,28.768641,28.739857
 2025-07-23 22:26:28.5994,615.374,28.784179,28.732088
 2025-07-23 22:26:28.6094,615.378,28.753102,28.732088
 2025-07-23 22:26:28.6194,615.382,28.753101,28.739857
 2025-07-23 22:26:28.6294,615.386,28.799719,28.701015
 2025-07-23 22:26:28.6394,615.39,28.77641,28.739857
 2025-07-23 22:26:28.6494,615.394,28.729792,28.708784
 2025-07-23 22:26:28.6594,615.399,28.807488,28.732089
 2025-07-23 22:26:28.6694,615.403,28.753101,28.747626
 2025-07-23 22:26:28.6794,615.407,28.745331,28.732088
 2025-07-23 22:26:28.6894,615.411,28.760871,28.732088
 2025-07-23 22:26:28.6994,615.415,28.722022,28.755393
 2025-07-23 22:26:28.7094,615.419,28.76864,28.693247
 2025-07-23 22:26:28.7194,615.424,28.745331,28.739857
 2025-07-23 22:26:28.7294,615.428,28.745331,28.747625
 2025-07-23 22:26:28.7394,615.432,28.753102,28.685479
 2025-07-23 22:26:28.7494,615.436,28.729793,28.732089
 2025-07-23 22:26:28.7594,615.44,28.78418,28.72432
 2025-07-23 22:26:28.7694,615.444,28.753102,28.72432
 2025-07-23 22:26:28.7794,615.449,28.807488,28.747625
 2025-07-23 22:26:28.7894,615.453,28.77641,28.72432
 2025-07-23 22:26:28.7994,615.457,28.729792,28.739857
 2025-07-23 22:26:28.8094,615.461,28.737562,28.72432
 2025-07-23 22:26:28.8194,615.465,28.799719,28.72432
 2025-07-23 22:26:28.8294,615.469,28.791949,28.72432
 2025-07-23 22:26:28.8394,615.474,28.815258,28.716552
 2025-07-23 22:26:28.8494,615.478,28.799718,28.77093
 2025-07-23 22:26:28.8594,615.482,28.815258,28.739857
 2025-07-23 22:26:28.8694,615.486,28.815258,28.716552
 2025-07-23 22:26:28.8794,615.49,28.823028,28.763162
 2025-07-23 22:26:28.8894,615.494,28.791949,28.72432
 2025-07-23 22:26:28.8994,615.499,28.791949,28.716552
 2025-07-23 22:26:28.9094,615.503,28.815258,28.72432
 2025-07-23 22:26:28.9194,615.507,28.760871,28.755394
 2025-07-23 22:26:28.9294,615.511,28.737562,28.747625
 2025-07-23 22:26:28.9394,615.515,28.745331,28.747625
 2025-07-23 22:26:28.9494,615.519,28.737562,28.739857
 2025-07-23 22:26:28.9594,615.524,28.753101,28.72432
 2025-07-23 22:26:28.9694,615.528,28.768641,28.732088
 2025-07-23 22:26:28.9794,615.532,28.76087,28.770931
 2025-07-23 22:26:28.9894,615.536,28.760871,28.716552
 2025-07-23 22:26:28.9994,615.54,28.753102,28.732088
 2025-07-23 22:26:29.0094,615.545,28.768641,28.739857
 2025-07-23 22:26:29.0194,615.549,28.78418,28.739857
 2025-07-23 22:26:29.0294,615.553,28.753102,28.732088
 2025-07-23 22:26:29.0394,615.557,28.768641,28.747625
 2025-07-23 22:26:29.0494,615.561,28.77641,28.732088
 2025-07-23 22:26:29.0594,615.565,28.77641,28.732089
 2025-07-23 22:26:29.0694,615.57,28.799719,28.708784
 2025-07-23 22:26:29.0794,615.574,28.799719,28.747625
 2025-07-23 22:26:29.0894,615.578,28.768641,28.739857
 2025-07-23 22:26:29.0994,615.582,28.768641,28.732088
 2025-07-23 22:26:29.1094,615.586,28.77641,28.732089
 2025-07-23 22:26:29.1194,615.59,28.78418,28.739857
 2025-07-23 22:26:29.1294,615.595,28.768641,28.708784
 2025-07-23 22:26:29.1394,615.599,28.760871,28.716553
 2025-07-23 22:26:29.1494,615.603,28.78418,28.693247
 2025-07-23 22:26:29.1594,615.607,28.753102,28.763161
 2025-07-23 22:26:29.1694,615.611,28.760871,28.755394
 2025-07-23 22:26:29.1794,615.615,28.77641,28.732088
 2025-07-23 22:26:29.1894,615.62,28.76087,28.739857
 2025-07-23 22:26:29.1994,615.624,28.77641,28.693247
 2025-07-23 22:26:29.2094,615.628,28.76864,28.747626
 2025-07-23 22:26:29.2194,615.632,28.745332,28.739857
 2025-07-23 22:26:29.2294,615.636,28.760871,28.739857
 2025-07-23 22:26:29.2394,615.64,28.768641,28.739858
 2025-07-23 22:26:29.2494,615.645,28.791949,28.739857
 2025-07-23 22:26:29.2594,615.649,28.753102,28.755393
 2025-07-23 22:26:29.2694,615.653,28.745331,28.677711
 2025-07-23 22:26:29.2794,615.657,28.815258,28.739857
 2025-07-23 22:26:29.2894,615.661,28.729793,28.72432
 2025-07-23 22:26:29.2994,615.666,28.729793,28.716552
 2025-07-23 22:26:29.3094,615.67,28.729792,28.739857
 2025-07-23 22:26:29.3194,615.674,28.753101,28.716552
 2025-07-23 22:26:29.3294,615.678,28.768641,28.72432
 2025-07-23 22:26:29.3394,615.682,28.78418,28.708784
 2025-07-23 22:26:29.3494,615.686,28.745332,28.701015
 2025-07-23 22:26:29.3594,615.691,28.78418,28.693247
 2025-07-23 22:26:29.3694,615.695,28.791949,28.747625
 2025-07-23 22:26:29.3794,615.699,28.78418,28.708784
 2025-07-23 22:26:29.3894,615.703,28.760871,28.732088
 2025-07-23 22:26:29.3994,615.707,28.76864,28.677711
 2025-07-23 22:26:29.4094,615.711,28.768641,28.724321
 2025-07-23 22:26:29.4194,615.716,28.737562,28.708784
 2025-07-23 22:26:29.4294,615.72,28.753101,28.693247
 2025-07-23 22:26:29.4394,615.724,28.791949,28.770931
 2025-07-23 22:26:29.4494,615.728,28.737563,28.755393
 2025-07-23 22:26:29.4594,615.732,28.77641,28.708784
 2025-07-23 22:26:29.4694,615.736,28.768641,28.701015
 2025-07-23 22:26:29.4794,615.741,28.7531,28.747626
 2025-07-23 22:26:29.4894,615.745,28.76087,28.724321
 2025-07-23 22:26:29.4994,615.749,28.78418,28.747626
 2025-07-23 22:26:29.5094,615.753,28.768641,28.708784
 2025-07-23 22:26:29.5194,615.757,28.753102,28.708784
 2025-07-23 22:26:29.5294,615.762,28.745332,28.732088
 2025-07-23 22:26:29.5394,615.766,28.753102,28.716552
 2025-07-23 22:26:29.5494,615.77,28.737562,28.708784
 2025-07-23 22:26:29.5594,615.774,28.76864,28.732088
 2025-07-23 22:26:29.5694,615.778,28.768641,28.724321
 2025-07-23 22:26:29.5794,615.782,28.807488,28.732088
 2025-07-23 22:26:29.5894,615.787,28.745331,28.708784
 2025-07-23 22:26:29.5994,615.791,28.807488,28.701015
 2025-07-23 22:26:29.6094,615.795,28.77641,28.716552
 2025-07-23 22:26:29.6194,615.799,28.799719,28.701015
 2025-07-23 22:26:29.6294,615.803,28.76864,28.732088
 2025-07-23 22:26:29.6394,615.807,28.77641,28.716552
 2025-07-23 22:26:29.6494,615.812,28.799719,28.708784
 2025-07-23 22:26:29.6594,615.816,28.807488,28.708784
 2025-07-23 22:26:29.6694,615.82,28.807488,28.716552
 2025-07-23 22:26:29.6794,615.824,28.799719,28.72432
 2025-07-23 22:26:29.6894,615.828,28.745332,28.732088
 2025-07-23 22:26:29.6994,615.832,28.78418,28.677711
 2025-07-23 22:26:29.7094,615.837,28.76087,28.732088
 2025-07-23 22:26:29.7194,615.841,28.760871,28.72432
 2025-07-23 22:26:29.7294,615.845,28.760871,28.755395
 2025-07-23 22:26:29.7394,615.849,28.77641,28.747625
 2025-07-23 22:26:29.7494,615.853,28.77641,28.72432
 2025-07-23 22:26:29.7594,615.857,28.729793,28.755394
 2025-07-23 22:26:29.7694,615.862,28.760871,28.716552
 2025-07-23 22:26:29.7794,615.866,28.78418,28.716552
 2025-07-23 22:26:29.7894,615.87,28.745332,28.763162
 2025-07-23 22:26:29.7994,615.874,28.76087,28.716552
 2025-07-23 22:26:29.8094,615.878,28.77641,28.72432
 2025-07-23 22:26:29.8194,615.882,28.768641,28.739857
 2025-07-23 22:26:29.8294,615.887,28.807488,28.693247
 2025-07-23 22:26:29.8394,615.891,28.807488,28.747625
 2025-07-23 22:26:29.8494,615.895,28.745332,28.708784
 2025-07-23 22:26:29.8594,615.899,28.745331,28.755394
 2025-07-23 22:26:29.8694,615.903,28.768641,28.739857
 2025-07-23 22:26:29.8794,615.907,28.799719,28.747625
 2025-07-23 22:26:29.8894,615.912,28.729793,28.739857
 2025-07-23 22:26:29.8994,615.916,28.729792,28.747625
 2025-07-23 22:26:29.9094,615.92,28.791949,28.716552
