时间,位移[mm],4#温度[℃]
 2025-08-15 11:23:01.0847,701.012000,29.683639
 2025-08-15 11:23:01.0857,701.016000,29.683639
 2025-08-15 11:23:01.0867,701.016000,29.683639
 2025-08-15 11:23:01.0877,701.016000,29.668109
 2025-08-15 11:23:01.0887,701.016000,29.668109
 2025-08-15 11:23:01.0897,701.016000,29.652579
 2025-08-15 11:23:01.0907,701.016000,29.683639
 2025-08-15 11:23:01.0917,701.016000,29.730229
 2025-08-15 11:23:01.0927,701.016000,29.668109
 2025-08-15 11:23:01.0937,701.016000,29.683639
 2025-08-15 11:23:01.0947,701.016000,29.699169
 2025-08-15 11:23:01.0957,701.020000,29.652579
 2025-08-15 11:23:01.0967,701.020000,29.691404
 2025-08-15 11:23:01.0977,701.020000,29.699169
 2025-08-15 11:23:01.0987,701.020000,29.683639
 2025-08-15 11:23:01.0997,701.020000,29.660344
 2025-08-15 11:23:01.1007,701.020000,29.722464
 2025-08-15 11:23:01.1017,701.020000,29.714699
 2025-08-15 11:23:01.1027,701.020000,29.691404
 2025-08-15 11:23:01.1037,701.020000,29.706934
 2025-08-15 11:23:01.1047,701.020000,29.699169
 2025-08-15 11:23:01.1057,701.024000,29.691404
 2025-08-15 11:23:01.1067,701.024000,29.691404
 2025-08-15 11:23:01.1077,701.024000,29.683639
 2025-08-15 11:23:01.1087,701.024000,29.730229
 2025-08-15 11:23:01.1097,701.024000,29.668109
 2025-08-15 11:23:01.1107,701.024000,29.668109
 2025-08-15 11:23:01.1117,701.024000,29.691404
 2025-08-15 11:23:01.1127,701.024000,29.660344
 2025-08-15 11:23:01.1137,701.024000,29.660344
 2025-08-15 11:23:01.1147,701.024000,29.637049
 2025-08-15 11:23:01.1157,701.029000,29.629284
 2025-08-15 11:23:01.1167,701.029000,29.621519
 2025-08-15 11:23:01.1177,701.029000,29.675874
 2025-08-15 11:23:01.1187,701.029000,29.699169
 2025-08-15 11:23:01.1197,701.029000,29.668109
 2025-08-15 11:23:01.1207,701.029000,29.652578
 2025-08-15 11:23:01.1217,701.029000,29.730229
 2025-08-15 11:23:01.1227,701.029000,29.675874
 2025-08-15 11:23:01.1237,701.029000,29.714699
 2025-08-15 11:23:01.1247,701.029000,29.714699
 2025-08-15 11:23:01.1257,701.033000,29.699169
 2025-08-15 11:23:01.1267,701.033000,29.683639
 2025-08-15 11:23:01.1277,701.033000,29.660344
 2025-08-15 11:23:01.1287,701.033000,29.668109
 2025-08-15 11:23:01.1297,701.033000,29.668109
 2025-08-15 11:23:01.1307,701.033000,29.699169
 2025-08-15 11:23:01.1317,701.033000,29.699169
 2025-08-15 11:23:01.1327,701.033000,29.644814
 2025-08-15 11:23:01.1337,701.033000,29.652579
 2025-08-15 11:23:01.1347,701.033000,29.691404
 2025-08-15 11:23:01.1357,701.037000,29.675874
 2025-08-15 11:23:01.1367,701.037000,29.683639
 2025-08-15 11:23:01.1377,701.037000,29.675874
 2025-08-15 11:23:01.1387,701.037000,29.675874
 2025-08-15 11:23:01.1397,701.037000,29.644814
 2025-08-15 11:23:01.1407,701.037000,29.675874
 2025-08-15 11:23:01.1417,701.037000,29.691404
 2025-08-15 11:23:01.1427,701.037000,29.652579
 2025-08-15 11:23:01.1437,701.037000,29.691404
 2025-08-15 11:23:01.1447,701.037000,29.714699
 2025-08-15 11:23:01.1457,701.041000,29.699169
 2025-08-15 11:23:01.1467,701.041000,29.683639
 2025-08-15 11:23:01.1477,701.041000,29.675874
 2025-08-15 11:23:01.1487,701.041000,29.675873
 2025-08-15 11:23:01.1497,701.041000,29.652579
 2025-08-15 11:23:01.1507,701.041000,29.699169
 2025-08-15 11:23:01.1517,701.041000,29.714699
 2025-08-15 11:23:01.1527,701.041000,29.644814
 2025-08-15 11:23:01.1537,701.041000,29.675874
 2025-08-15 11:23:01.1547,701.041000,29.706934
 2025-08-15 11:23:01.1557,701.045000,29.652579
 2025-08-15 11:23:01.1567,701.045000,29.675874
 2025-08-15 11:23:01.1577,701.045000,29.652579
 2025-08-15 11:23:01.1587,701.045000,29.675874
 2025-08-15 11:23:01.1597,701.045000,29.629284
 2025-08-15 11:23:01.1607,701.045000,29.668109
 2025-08-15 11:23:01.1617,701.045000,29.668109
 2025-08-15 11:23:01.1627,701.045000,29.668109
 2025-08-15 11:23:01.1637,701.045000,29.714699
 2025-08-15 11:23:01.1647,701.045000,29.683639
 2025-08-15 11:23:01.1657,701.049000,29.660344
 2025-08-15 11:23:01.1667,701.049000,29.668109
 2025-08-15 11:23:01.1677,701.049000,29.668109
 2025-08-15 11:23:01.1687,701.049000,29.683639
 2025-08-15 11:23:01.1697,701.049000,29.652579
 2025-08-15 11:23:01.1707,701.049000,29.675874
 2025-08-15 11:23:01.1717,701.049000,29.660344
 2025-08-15 11:23:01.1727,701.049000,29.644814
 2025-08-15 11:23:01.1737,701.049000,29.621519
 2025-08-15 11:23:01.1747,701.049000,29.637049
 2025-08-15 11:23:01.1757,701.053000,29.629284
 2025-08-15 11:23:01.1767,701.053000,29.637049
 2025-08-15 11:23:01.1777,701.053000,29.629284
 2025-08-15 11:23:01.1787,701.053000,29.668109
 2025-08-15 11:23:01.1797,701.053000,29.621519
 2025-08-15 11:23:01.1807,701.053000,29.621519
 2025-08-15 11:23:01.1817,701.053000,29.613753
 2025-08-15 11:23:01.1827,701.053000,29.637049
 2025-08-15 11:23:01.1837,701.053000,29.675874
 2025-08-15 11:23:01.1847,701.053000,29.644814
 2025-08-15 11:23:01.1857,701.058000,29.644814
 2025-08-15 11:23:01.1867,701.058000,29.668109
 2025-08-15 11:23:01.1877,701.058000,29.668109
 2025-08-15 11:23:01.1887,701.058000,29.683639
 2025-08-15 11:23:01.1897,701.058000,29.652579
 2025-08-15 11:23:01.1907,701.058000,29.644814
 2025-08-15 11:23:01.1917,701.058000,29.629284
 2025-08-15 11:23:01.1927,701.058000,29.629284
 2025-08-15 11:23:01.1937,701.058000,29.637049
 2025-08-15 11:23:01.1947,701.058000,29.613753
 2025-08-15 11:23:01.1957,701.062000,29.668109
 2025-08-15 11:23:01.1967,701.062000,29.637049
 2025-08-15 11:23:01.1977,701.062000,29.644814
 2025-08-15 11:23:01.1987,701.062000,29.691404
 2025-08-15 11:23:01.1997,701.062000,29.668109
 2025-08-15 11:23:01.2007,701.062000,29.637049
 2025-08-15 11:23:01.2017,701.062000,29.652579
 2025-08-15 11:23:01.2027,701.062000,29.675874
 2025-08-15 11:23:01.2037,701.062000,29.644814
 2025-08-15 11:23:01.2047,701.062000,29.621518
 2025-08-15 11:23:01.2057,701.066000,29.652579
 2025-08-15 11:23:01.2067,701.066000,29.637049
 2025-08-15 11:23:01.2077,701.066000,29.644814
 2025-08-15 11:23:01.2087,701.066000,29.637049
 2025-08-15 11:23:01.2097,701.066000,29.621519
 2025-08-15 11:23:01.2107,701.066000,29.613752
 2025-08-15 11:23:01.2117,701.066000,29.621519
 2025-08-15 11:23:01.2127,701.066000,29.629284
 2025-08-15 11:23:01.2137,701.066000,29.613753
 2025-08-15 11:23:01.2147,701.066000,29.605989
 2025-08-15 11:23:01.2157,701.070000,29.637049
 2025-08-15 11:23:01.2167,701.070000,29.621519
 2025-08-15 11:23:01.2177,701.070000,29.660344
 2025-08-15 11:23:01.2187,701.070000,29.598223
 2025-08-15 11:23:01.2197,701.070000,29.637049
 2025-08-15 11:23:01.2207,701.070000,29.567162
 2025-08-15 11:23:01.2217,701.070000,29.574927
 2025-08-15 11:23:01.2227,701.070000,29.629284
 2025-08-15 11:23:01.2237,701.070000,29.629284
 2025-08-15 11:23:01.2247,701.070000,29.605988
 2025-08-15 11:23:01.2257,701.074000,29.644813
 2025-08-15 11:23:01.2267,701.074000,29.652579
 2025-08-15 11:23:01.2277,701.074000,29.567162
 2025-08-15 11:23:01.2287,701.074000,29.605987
 2025-08-15 11:23:01.2297,701.074000,29.637049
 2025-08-15 11:23:01.2307,701.074000,29.621519
 2025-08-15 11:23:01.2317,701.074000,29.598222
 2025-08-15 11:23:01.2327,701.074000,29.621518
 2025-08-15 11:23:01.2337,701.074000,29.605988
 2025-08-15 11:23:01.2347,701.074000,29.582692
 2025-08-15 11:23:01.2357,701.078000,29.629284
 2025-08-15 11:23:01.2367,701.078000,29.652579
 2025-08-15 11:23:01.2377,701.078000,29.652579
 2025-08-15 11:23:01.2387,701.078000,29.621519
 2025-08-15 11:23:01.2397,701.078000,29.652579
 2025-08-15 11:23:01.2407,701.078000,29.644813
 2025-08-15 11:23:01.2417,701.078000,29.613752
 2025-08-15 11:23:01.2427,701.078000,29.660344
 2025-08-15 11:23:01.2437,701.078000,29.652579
 2025-08-15 11:23:01.2447,701.078000,29.637048
 2025-08-15 11:23:01.2457,701.082000,29.637049
 2025-08-15 11:23:01.2467,701.082000,29.652578
 2025-08-15 11:23:01.2477,701.082000,29.613752
 2025-08-15 11:23:01.2487,701.082000,29.621518
 2025-08-15 11:23:01.2497,701.082000,29.629283
 2025-08-15 11:23:01.2507,701.082000,29.644813
 2025-08-15 11:23:01.2517,701.082000,29.629283
 2025-08-15 11:23:01.2527,701.082000,29.629284
 2025-08-15 11:23:01.2537,701.082000,29.637048
 2025-08-15 11:23:01.2547,701.082000,29.582692
 2025-08-15 11:23:01.2557,701.087000,29.590458
 2025-08-15 11:23:01.2567,701.087000,29.590459
 2025-08-15 11:23:01.2577,701.087000,29.621518
 2025-08-15 11:23:01.2587,701.087000,29.621518
 2025-08-15 11:23:01.2597,701.087000,29.613754
 2025-08-15 11:23:01.2607,701.087000,29.605987
 2025-08-15 11:23:01.2617,701.087000,29.574927
 2025-08-15 11:23:01.2627,701.087000,29.621518
 2025-08-15 11:23:01.2637,701.087000,29.629284
 2025-08-15 11:23:01.2647,701.087000,29.582692
 2025-08-15 11:23:01.2657,701.091000,29.613754
 2025-08-15 11:23:01.2667,701.091000,29.613753
 2025-08-15 11:23:01.2677,701.091000,29.629283
 2025-08-15 11:23:01.2687,701.091000,29.590458
 2025-08-15 11:23:01.2697,701.091000,29.652579
 2025-08-15 11:23:01.2707,701.091000,29.621519
 2025-08-15 11:23:01.2717,701.091000,29.605988
 2025-08-15 11:23:01.2727,701.091000,29.637049
 2025-08-15 11:23:01.2737,701.091000,29.582692
 2025-08-15 11:23:01.2747,701.091000,29.559397
 2025-08-15 11:23:01.2757,701.095000,29.621518
 2025-08-15 11:23:01.2767,701.095000,29.621518
 2025-08-15 11:23:01.2777,701.095000,29.637048
 2025-08-15 11:23:01.2787,701.095000,29.629284
 2025-08-15 11:23:01.2797,701.095000,29.605989
 2025-08-15 11:23:01.2807,701.095000,29.621519
 2025-08-15 11:23:01.2817,701.095000,29.621519
 2025-08-15 11:23:01.2827,701.095000,29.629284
 2025-08-15 11:23:01.2837,701.095000,29.621519
 2025-08-15 11:23:01.2847,701.095000,29.582692
 2025-08-15 11:23:01.2857,701.099000,29.652579
 2025-08-15 11:23:01.2867,701.099000,29.621519
 2025-08-15 11:23:01.2877,701.099000,29.598224
 2025-08-15 11:23:01.2887,701.099000,29.629283
 2025-08-15 11:23:01.2897,701.099000,29.637049
 2025-08-15 11:23:01.2907,701.099000,29.598223
 2025-08-15 11:23:01.2917,701.099000,29.605988
 2025-08-15 11:23:01.2927,701.099000,29.652579
 2025-08-15 11:23:01.2937,701.099000,29.605988
 2025-08-15 11:23:01.2947,701.099000,29.629284
 2025-08-15 11:23:01.2957,701.103000,29.621518
 2025-08-15 11:23:01.2967,701.103000,29.613754
 2025-08-15 11:23:01.2977,701.103000,29.605989
 2025-08-15 11:23:01.2987,701.103000,29.637048
 2025-08-15 11:23:01.2997,701.103000,29.629284
 2025-08-15 11:23:01.3007,701.103000,29.621518
 2025-08-15 11:23:01.3017,701.103000,29.613753
 2025-08-15 11:23:01.3027,701.103000,29.621519
 2025-08-15 11:23:01.3037,701.103000,29.605989
 2025-08-15 11:23:01.3047,701.103000,29.652579
 2025-08-15 11:23:01.3057,701.107000,29.652579
 2025-08-15 11:23:01.3067,701.107000,29.660344
 2025-08-15 11:23:01.3077,701.107000,29.629284
 2025-08-15 11:23:01.3087,701.107000,29.652579
 2025-08-15 11:23:01.3097,701.107000,29.660344
 2025-08-15 11:23:01.3107,701.107000,29.644814
 2025-08-15 11:23:01.3117,701.107000,29.660344
 2025-08-15 11:23:01.3127,701.107000,29.660344
 2025-08-15 11:23:01.3137,701.107000,29.629284
 2025-08-15 11:23:01.3147,701.107000,29.598224
 2025-08-15 11:23:01.3157,701.112000,29.598222
 2025-08-15 11:23:01.3167,701.112000,29.613753
 2025-08-15 11:23:01.3177,701.112000,29.621518
 2025-08-15 11:23:01.3187,701.112000,29.637049
 2025-08-15 11:23:01.3197,701.112000,29.629284
 2025-08-15 11:23:01.3207,701.112000,29.613754
 2025-08-15 11:23:01.3217,701.112000,29.668109
 2025-08-15 11:23:01.3227,701.112000,29.691404
 2025-08-15 11:23:01.3237,701.112000,29.675874
 2025-08-15 11:23:01.3247,701.112000,29.652578
 2025-08-15 11:23:01.3257,701.116000,29.652579
 2025-08-15 11:23:01.3267,701.116000,29.660344
 2025-08-15 11:23:01.3277,701.116000,29.660344
 2025-08-15 11:23:01.3287,701.116000,29.605989
 2025-08-15 11:23:01.3297,701.116000,29.691404
 2025-08-15 11:23:01.3307,701.116000,29.629283
 2025-08-15 11:23:01.3317,701.116000,29.660343
 2025-08-15 11:23:01.3327,701.116000,29.660344
 2025-08-15 11:23:01.3337,701.116000,29.605988
 2025-08-15 11:23:01.3347,701.116000,29.613754
 2025-08-15 11:23:01.3357,701.120000,29.621519
 2025-08-15 11:23:01.3367,701.120000,29.629284
 2025-08-15 11:23:01.3377,701.120000,29.605989
 2025-08-15 11:23:01.3387,701.120000,29.605988
 2025-08-15 11:23:01.3397,701.120000,29.605989
 2025-08-15 11:23:01.3407,701.120000,29.637049
 2025-08-15 11:23:01.3417,701.120000,29.621518
 2025-08-15 11:23:01.3427,701.120000,29.621519
 2025-08-15 11:23:01.3437,701.120000,29.621519
 2025-08-15 11:23:01.3447,701.120000,29.605989
 2025-08-15 11:23:01.3457,701.124000,29.637049
 2025-08-15 11:23:01.3467,701.124000,29.629284
 2025-08-15 11:23:01.3477,701.124000,29.613754
 2025-08-15 11:23:01.3487,701.124000,29.644814
 2025-08-15 11:23:01.3497,701.124000,29.621519
 2025-08-15 11:23:01.3507,701.124000,29.613753
 2025-08-15 11:23:01.3517,701.124000,29.621519
 2025-08-15 11:23:01.3527,701.124000,29.629284
 2025-08-15 11:23:01.3537,701.124000,29.613753
 2025-08-15 11:23:01.3547,701.124000,29.629284
 2025-08-15 11:23:01.3557,701.128000,29.598224
 2025-08-15 11:23:01.3567,701.128000,29.621519
 2025-08-15 11:23:01.3577,701.128000,29.621519
 2025-08-15 11:23:01.3587,701.128000,29.598223
 2025-08-15 11:23:01.3597,701.128000,29.660343
 2025-08-15 11:23:01.3607,701.128000,29.629284
 2025-08-15 11:23:01.3617,701.128000,29.652579
 2025-08-15 11:23:01.3627,701.128000,29.644814
 2025-08-15 11:23:01.3637,701.128000,29.660344
 2025-08-15 11:23:01.3647,701.128000,29.668109
 2025-08-15 11:23:01.3657,701.132000,29.683639
 2025-08-15 11:23:01.3667,701.132000,29.660344
 2025-08-15 11:23:01.3677,701.132000,29.660344
 2025-08-15 11:23:01.3687,701.132000,29.675874
 2025-08-15 11:23:01.3697,701.132000,29.652579
 2025-08-15 11:23:01.3707,701.132000,29.652579
 2025-08-15 11:23:01.3717,701.132000,29.644814
 2025-08-15 11:23:01.3727,701.132000,29.644814
 2025-08-15 11:23:01.3737,701.132000,29.621519
 2025-08-15 11:23:01.3747,701.132000,29.660344
 2025-08-15 11:23:01.3757,701.137000,29.644814
 2025-08-15 11:23:01.3767,701.137000,29.652579
 2025-08-15 11:23:01.3777,701.137000,29.621519
 2025-08-15 11:23:01.3787,701.137000,29.637049
 2025-08-15 11:23:01.3797,701.137000,29.660344
 2025-08-15 11:23:01.3807,701.137000,29.699169
 2025-08-15 11:23:01.3817,701.137000,29.660344
 2025-08-15 11:23:01.3827,701.137000,29.644813
 2025-08-15 11:23:01.3837,701.137000,29.644814
 2025-08-15 11:23:01.3847,701.137000,29.683639
 2025-08-15 11:23:01.3857,701.141000,29.699169
 2025-08-15 11:23:01.3867,701.141000,29.668109
 2025-08-15 11:23:01.3877,701.141000,29.675874
 2025-08-15 11:23:01.3887,701.141000,29.668109
 2025-08-15 11:23:01.3897,701.141000,29.660344
 2025-08-15 11:23:01.3907,701.141000,29.613753
 2025-08-15 11:23:01.3917,701.141000,29.644814
 2025-08-15 11:23:01.3927,701.141000,29.621519
 2025-08-15 11:23:01.3937,701.141000,29.613754
 2025-08-15 11:23:01.3947,701.141000,29.637049
 2025-08-15 11:23:01.3957,701.145000,29.605988
 2025-08-15 11:23:01.3967,701.145000,29.652579
 2025-08-15 11:23:01.3977,701.145000,29.582693
 2025-08-15 11:23:01.3987,701.145000,29.605988
 2025-08-15 11:23:01.3997,701.145000,29.605988
 2025-08-15 11:23:01.4007,701.145000,29.652579
 2025-08-15 11:23:01.4017,701.145000,29.637048
 2025-08-15 11:23:01.4027,701.145000,29.675874
 2025-08-15 11:23:01.4037,701.145000,29.637049
 2025-08-15 11:23:01.4047,701.145000,29.675874
 2025-08-15 11:23:01.4057,701.149000,29.644813
 2025-08-15 11:23:01.4067,701.149000,29.652579
 2025-08-15 11:23:01.4077,701.149000,29.683639
 2025-08-15 11:23:01.4087,701.149000,29.644814
 2025-08-15 11:23:01.4097,701.149000,29.737994
 2025-08-15 11:23:01.4107,701.149000,29.675874
 2025-08-15 11:23:01.4117,701.149000,29.637049
 2025-08-15 11:23:01.4127,701.149000,29.644814
 2025-08-15 11:23:01.4137,701.149000,29.691404
 2025-08-15 11:23:01.4147,701.149000,29.706934
 2025-08-15 11:23:01.4157,701.153000,29.706934
 2025-08-15 11:23:01.4167,701.153000,29.706934
 2025-08-15 11:23:01.4177,701.153000,29.706934
 2025-08-15 11:23:01.4187,701.153000,29.691404
 2025-08-15 11:23:01.4197,701.153000,29.691404
 2025-08-15 11:23:01.4207,701.153000,29.699169
 2025-08-15 11:23:01.4217,701.153000,29.691404
 2025-08-15 11:23:01.4227,701.153000,29.722464
 2025-08-15 11:23:01.4237,701.153000,29.699169
 2025-08-15 11:23:01.4247,701.153000,29.683639
 2025-08-15 11:23:01.4257,701.157000,29.683639
 2025-08-15 11:23:01.4267,701.157000,29.691404
 2025-08-15 11:23:01.4277,701.157000,29.668109
 2025-08-15 11:23:01.4287,701.157000,29.699169
 2025-08-15 11:23:01.4297,701.157000,29.675874
 2025-08-15 11:23:01.4307,701.157000,29.683639
 2025-08-15 11:23:01.4317,701.157000,29.652579
 2025-08-15 11:23:01.4327,701.157000,29.629284
 2025-08-15 11:23:01.4337,701.157000,29.637049
 2025-08-15 11:23:01.4347,701.157000,29.652579
 2025-08-15 11:23:01.4357,701.162000,29.644814
 2025-08-15 11:23:01.4367,701.162000,29.675874
 2025-08-15 11:23:01.4377,701.162000,29.652579
 2025-08-15 11:23:01.4387,701.162000,29.652578
 2025-08-15 11:23:01.4397,701.162000,29.668109
 2025-08-15 11:23:01.4407,701.162000,29.637049
 2025-08-15 11:23:01.4417,701.162000,29.660344
 2025-08-15 11:23:01.4427,701.162000,29.652579
 2025-08-15 11:23:01.4437,701.162000,29.644814
 2025-08-15 11:23:01.4447,701.162000,29.683639
 2025-08-15 11:23:01.4457,701.166000,29.683639
 2025-08-15 11:23:01.4467,701.166000,29.660344
 2025-08-15 11:23:01.4477,701.166000,29.644814
 2025-08-15 11:23:01.4487,701.166000,29.660344
 2025-08-15 11:23:01.4497,701.166000,29.644814
 2025-08-15 11:23:01.4507,701.166000,29.683639
 2025-08-15 11:23:01.4517,701.166000,29.660344
 2025-08-15 11:23:01.4527,701.166000,29.668109
 2025-08-15 11:23:01.4537,701.166000,29.637049
 2025-08-15 11:23:01.4547,701.166000,29.660344
 2025-08-15 11:23:01.4557,701.170000,29.637049
 2025-08-15 11:23:01.4567,701.170000,29.668109
 2025-08-15 11:23:01.4577,701.170000,29.660344
 2025-08-15 11:23:01.4587,701.170000,29.613753
 2025-08-15 11:23:01.4597,701.170000,29.652579
 2025-08-15 11:23:01.4607,701.170000,29.675874
 2025-08-15 11:23:01.4617,701.170000,29.621519
 2025-08-15 11:23:01.4627,701.170000,29.668109
 2025-08-15 11:23:01.4637,701.170000,29.644813
 2025-08-15 11:23:01.4647,701.170000,29.683639
 2025-08-15 11:23:01.4657,701.174000,29.683639
 2025-08-15 11:23:01.4667,701.174000,29.699169
 2025-08-15 11:23:01.4677,701.174000,29.660344
 2025-08-15 11:23:01.4687,701.174000,29.637049
 2025-08-15 11:23:01.4697,701.174000,29.675874
 2025-08-15 11:23:01.4707,701.174000,29.644814
 2025-08-15 11:23:01.4717,701.174000,29.644814
 2025-08-15 11:23:01.4727,701.174000,29.683639
 2025-08-15 11:23:01.4737,701.174000,29.613754
 2025-08-15 11:23:01.4747,701.174000,29.644814
 2025-08-15 11:23:01.4757,701.178000,29.660344
 2025-08-15 11:23:01.4767,701.178000,29.644814
 2025-08-15 11:23:01.4777,701.178000,29.613754
 2025-08-15 11:23:01.4787,701.178000,29.660344
 2025-08-15 11:23:01.4797,701.178000,29.637049
 2025-08-15 11:23:01.4807,701.178000,29.652579
 2025-08-15 11:23:01.4817,701.178000,29.613754
 2025-08-15 11:23:01.4827,701.178000,29.644814
 2025-08-15 11:23:01.4837,701.178000,29.613754
 2025-08-15 11:23:01.4847,701.178000,29.637049
 2025-08-15 11:23:01.4857,701.182000,29.660344
 2025-08-15 11:23:01.4867,701.182000,29.605989
 2025-08-15 11:23:01.4877,701.182000,29.621519
 2025-08-15 11:23:01.4887,701.182000,29.629284
 2025-08-15 11:23:01.4897,701.182000,29.605988
 2025-08-15 11:23:01.4907,701.182000,29.613754
 2025-08-15 11:23:01.4917,701.182000,29.629284
 2025-08-15 11:23:01.4927,701.182000,29.590459
 2025-08-15 11:23:01.4937,701.182000,29.598224
 2025-08-15 11:23:01.4947,701.182000,29.644814
 2025-08-15 11:23:01.4957,701.187000,29.629284
 2025-08-15 11:23:01.4967,701.187000,29.621518
 2025-08-15 11:23:01.4977,701.187000,29.582693
 2025-08-15 11:23:01.4987,701.187000,29.629284
 2025-08-15 11:23:01.4997,701.187000,29.613754
 2025-08-15 11:23:01.5007,701.187000,29.605989
 2025-08-15 11:23:01.5017,701.187000,29.621519
 2025-08-15 11:23:01.5027,701.187000,29.598224
 2025-08-15 11:23:01.5037,701.187000,29.605989
 2025-08-15 11:23:01.5047,701.187000,29.613754
 2025-08-15 11:23:01.5057,701.191000,29.637049
 2025-08-15 11:23:01.5067,701.191000,29.621519
 2025-08-15 11:23:01.5077,701.191000,29.637049
 2025-08-15 11:23:01.5087,701.191000,29.605989
 2025-08-15 11:23:01.5097,701.191000,29.637049
 2025-08-15 11:23:01.5107,701.191000,29.629284
 2025-08-15 11:23:01.5117,701.191000,29.605989
 2025-08-15 11:23:01.5127,701.191000,29.598224
 2025-08-15 11:23:01.5137,701.191000,29.605989
 2025-08-15 11:23:01.5147,701.191000,29.629284
 2025-08-15 11:23:01.5157,701.195000,29.582692
 2025-08-15 11:23:01.5167,701.195000,29.598223
 2025-08-15 11:23:01.5177,701.195000,29.605989
 2025-08-15 11:23:01.5187,701.195000,29.637049
 2025-08-15 11:23:01.5197,701.195000,29.613754
 2025-08-15 11:23:01.5207,701.195000,29.644814
 2025-08-15 11:23:01.5217,701.195000,29.668109
 2025-08-15 11:23:01.5227,701.195000,29.629284
 2025-08-15 11:23:01.5237,701.195000,29.637049
 2025-08-15 11:23:01.5247,701.195000,29.644814
 2025-08-15 11:23:01.5257,701.199000,29.660344
 2025-08-15 11:23:01.5267,701.199000,29.621519
 2025-08-15 11:23:01.5277,701.199000,29.637048
 2025-08-15 11:23:01.5287,701.199000,29.644814
 2025-08-15 11:23:01.5297,701.199000,29.613754
 2025-08-15 11:23:01.5307,701.199000,29.629284
 2025-08-15 11:23:01.5317,701.199000,29.660344
 2025-08-15 11:23:01.5327,701.199000,29.675874
 2025-08-15 11:23:01.5337,701.199000,29.668109
 2025-08-15 11:23:01.5347,701.199000,29.621519
 2025-08-15 11:23:01.5357,701.203000,29.605988
 2025-08-15 11:23:01.5367,701.203000,29.613754
 2025-08-15 11:23:01.5377,701.203000,29.605987
 2025-08-15 11:23:01.5387,701.203000,29.660343
 2025-08-15 11:23:01.5397,701.203000,29.629284
 2025-08-15 11:23:01.5407,701.203000,29.621519
 2025-08-15 11:23:01.5417,701.203000,29.683639
 2025-08-15 11:23:01.5427,701.203000,29.644814
 2025-08-15 11:23:01.5437,701.203000,29.660344
 2025-08-15 11:23:01.5447,701.203000,29.675874
 2025-08-15 11:23:01.5457,701.207000,29.644814
 2025-08-15 11:23:01.5467,701.207000,29.668109
 2025-08-15 11:23:01.5477,701.207000,29.675874
 2025-08-15 11:23:01.5487,701.207000,29.644814
 2025-08-15 11:23:01.5497,701.207000,29.660344
 2025-08-15 11:23:01.5507,701.207000,29.629284
 2025-08-15 11:23:01.5517,701.207000,29.637049
 2025-08-15 11:23:01.5527,701.207000,29.629284
 2025-08-15 11:23:01.5537,701.207000,29.621519
 2025-08-15 11:23:01.5547,701.207000,29.668109
 2025-08-15 11:23:01.5557,701.211000,29.605989
 2025-08-15 11:23:01.5567,701.211000,29.644814
 2025-08-15 11:23:01.5577,701.211000,29.629284
 2025-08-15 11:23:01.5587,701.211000,29.637049
 2025-08-15 11:23:01.5597,701.211000,29.629284
 2025-08-15 11:23:01.5607,701.211000,29.675874
 2025-08-15 11:23:01.5617,701.211000,29.683639
 2025-08-15 11:23:01.5627,701.211000,29.644814
 2025-08-15 11:23:01.5637,701.211000,29.621518
 2025-08-15 11:23:01.5647,701.211000,29.683639
 2025-08-15 11:23:01.5657,701.216000,29.660344
 2025-08-15 11:23:01.5667,701.216000,29.691404
 2025-08-15 11:23:01.5677,701.216000,29.691404
 2025-08-15 11:23:01.5687,701.216000,29.699169
 2025-08-15 11:23:01.5697,701.216000,29.652579
 2025-08-15 11:23:01.5707,701.216000,29.660344
 2025-08-15 11:23:01.5717,701.216000,29.699169
 2025-08-15 11:23:01.5727,701.216000,29.637049
 2025-08-15 11:23:01.5737,701.216000,29.668109
 2025-08-15 11:23:01.5747,701.216000,29.668109
 2025-08-15 11:23:01.5757,701.220000,29.652578
 2025-08-15 11:23:01.5767,701.220000,29.683639
 2025-08-15 11:23:01.5777,701.220000,29.668109
 2025-08-15 11:23:01.5787,701.220000,29.675874
 2025-08-15 11:23:01.5797,701.220000,29.644814
 2025-08-15 11:23:01.5807,701.220000,29.652579
 2025-08-15 11:23:01.5817,701.220000,29.668109
 2025-08-15 11:23:01.5827,701.220000,29.660344
 2025-08-15 11:23:01.5837,701.220000,29.652579
 2025-08-15 11:23:01.5847,701.220000,29.660344
 2025-08-15 11:23:01.5857,701.224000,29.683639
 2025-08-15 11:23:01.5867,701.224000,29.652579
 2025-08-15 11:23:01.5877,701.224000,29.675874
 2025-08-15 11:23:01.5887,701.224000,29.644814
 2025-08-15 11:23:01.5897,701.224000,29.660344
 2025-08-15 11:23:01.5907,701.224000,29.660344
 2025-08-15 11:23:01.5917,701.224000,29.652579
 2025-08-15 11:23:01.5927,701.224000,29.660344
 2025-08-15 11:23:01.5937,701.224000,29.652579
 2025-08-15 11:23:01.5947,701.224000,29.652579
 2025-08-15 11:23:01.5957,701.228000,29.629284
 2025-08-15 11:23:01.5967,701.228000,29.660344
 2025-08-15 11:23:01.5977,701.228000,29.668109
 2025-08-15 11:23:01.5987,701.228000,29.683639
 2025-08-15 11:23:01.5997,701.228000,29.652579
 2025-08-15 11:23:01.6007,701.228000,29.699169
