Step_Time(s),Current(A),Voltage(V),Temperature (C)_1,Temperature (C)_2
3.010944402205818,0.0,3.4807322025299072,-10.479673385620117,-10.747039794921875
0.015764866659609,1.1511948108673096,3.917766571044922,-10.479673385620117,-10.747039794921875
5.007574850587544,0.20552805066108704,3.6010704040527344,-10.401702880859375,-10.7151460647583
10.015230542696834,0.17449523508548737,3.6010704040527344,-10.43358039855957,-10.7151460647583
15.022709923296794,0.15162895619869232,3.6010704040527344,-10.479673385620117,-10.747039794921875
20.030285158843967,0.133118137717247,3.6010704040527344,-10.401702880859375,-10.66895580291748
25.037867708624056,0.11805543303489685,3.6007628440856934,-10.32374095916748,-10.747039794921875
30.045427160826502,0.1055334135890007,3.6010704040527344,-10.355615615844727,-10.778935432434082
35.05299970165628,0.09500766545534134,3.6007628440856934,-10.401702880859375,-10.7151460647583
40.06059149046744,0.08593373745679855,3.6010704040527344,-10.32374095916748,-10.7151460647583
45.068145553235105,0.07813016325235367,3.6010704040527344,-10.401702880859375,-10.637065887451172
50.07571347454935,0.07123398035764694,3.6007628440856934,-10.369826316833496,-10.66895580291748
55.08331103775491,0.06560815125703812,3.6010704040527344,-10.43358039855957,-10.747039794921875
60.0908612509263,0.06052675470709801,3.6010704040527344,-10.511555671691895,-10.747039794921875
65.09845534949523,0.055989790707826614,3.6010704040527344,-10.43358039855957,-10.7151460647583
70.10600479274736,0.051997266709804535,3.6007628440856934,-10.43358039855957,-10.747039794921875
75.11361082506473,0.04854917526245117,3.6010704040527344,-10.355615615844727,-10.747039794921875
80.1212384151212,0.04528256133198738,3.6007628440856934,-10.43358039855957,-10.747039794921875
85.12872472499447,0.04274186119437218,3.6010704040527344,-10.355615615844727,-10.747039794921875
90.13637464270934,0.0400196872651577,3.6010704040527344,-10.511555671691895,-10.778935432434082
95.14394525874096,0.03802342340350151,3.6010704040527344,-10.43358039855957,-10.778935432434082
100.15143349341236,0.03584568202495575,3.6007628440856934,-10.511555671691895,-10.778935432434082
105.1590179679906,0.034212373197078705,3.6010704040527344,-10.355615615844727,-10.700847625732422
110.16661553119616,0.03257906809449196,3.6007628440856934,-10.43358039855957,-10.778935432434082
115.17415111590172,0.030945761129260063,3.6010704040527344,-10.43358039855957,-10.778935432434082
120.18172057705446,0.029312456026673317,3.6007628440856934,-10.355615615844727,-10.700847625732422
125.18930004715754,0.02840506285429001,3.6007628440856934,-10.43358039855957,-10.778935432434082
130.19686719855255,0.027134712785482407,3.6010704040527344,-10.355615615844727,-10.59088134765625
135.20444936337302,0.025864364579319954,3.6007628440856934,-10.355615615844727,-10.747039794921875
140.2120118952525,0.025138450786471367,3.6010704040527344,-10.511555671691895,-10.778935432434082
145.21958559096112,0.02423105761408806,3.6013782024383545,-10.32374095916748,-10.7151460647583
150.22716698586234,0.02350514382123947,3.6010704040527344,-10.479673385620117,-10.747039794921875
155.2347279779033,0.02241627313196659,3.6007628440856934,-10.401702880859375,-10.7151460647583
160.24230821792565,0.021690359339118004,3.6010704040527344,-10.447793006896973,-10.747039794921875
165.24988114371502,0.02114592306315899,3.6010704040527344,-10.479673385620117,-10.7151460647583
170.25744367559452,0.020420009270310402,3.6010704040527344,-10.557653427124023,-10.68325138092041
175.26501660138393,0.019875574856996536,3.6010704040527344,-10.479673385620117,-10.747039794921875
180.27260993003355,0.01914966106414795,3.6010704040527344,-10.447793006896973,-10.68325138092041
185.28015475377015,0.018423747271299362,3.6007628440856934,-10.557653427124023,-10.605175018310547
190.2877307592366,0.01806079037487507,3.6010704040527344,-10.681750297546387,-10.68325138092041
195.29532370292665,0.017516354098916054,3.6010704040527344,-10.539977073669434,-10.651357650756836
200.3028731461788,0.016971919685602188,3.6010704040527344,-10.72785758972168,-10.68325138092041
205.31044722684703,0.016608962789177895,3.6007628440856934,-10.57186508178711,-10.605175018310547
210.31814911411163,0.016427483409643173,3.6010704040527344,-10.415910720825195,-10.68325138092041
215.32558999874885,0.01606452651321888,3.6010704040527344,-10.415910720825195,-10.68325138092041
220.3331644643768,0.01552009116858244,3.6007628440856934,-10.415910720825195,-10.651357650756836
225.34073662024693,0.015157134272158146,3.6007628440856934,-10.805867195129395,-10.651357650756836
230.34835766598977,0.014975655823946,3.6013782024383545,-10.539977073669434,-10.651357650756836
235.35589941004935,0.014612698927521706,3.6007628440856934,-10.695961952209473,-10.651357650756836
240.36345655249403,0.014068263582885265,3.6010704040527344,-10.617964744567871,-10.651357650756836
245.37104333683004,0.013886785134673119,3.6007628440856934,-10.695961952209473,-10.651357650756836
250.3785989394362,0.013705306686460972,3.6010704040527344,-10.742070198059082,-10.651357650756836
255.38616763066972,0.013523828238248825,3.6010704040527344,-10.773967742919922,-10.619465827941895
260.3937624991579,0.01297939196228981,3.6007628440856934,-10.82008171081543,-10.651357650756836
265.40132118144106,0.01297939196228981,3.6010704040527344,-10.851984024047852,-10.651357650756836
270.40909698095413,0.012616435065865517,3.6010704040527344,-10.82008171081543,-10.619465827941895
275.4164566391099,0.01243495661765337,3.6010704040527344,-10.742070198059082,-10.619465827941895
280.42403033481867,0.012253478169441223,3.6007628440856934,-10.756279945373535,-10.555684089660645
285.43160018093096,0.01189052127301693,3.6007628440856934,-10.866202354431152,-10.619465827941895
290.4391727217608,0.011709042824804783,3.6010704040527344,-10.898106575012207,-10.619465827941895
295.4467425678732,0.011527564376592636,3.6007628440856934,-10.756279945373535,-10.555684089660645
300.4543201131781,0.011164607480168343,3.6010704040527344,-10.756279945373535,-10.587575912475586
305.4618961186445,0.010983129031956196,3.6010704040527344,-10.788182258605957,-10.523794174194336
310.4694216943998,0.011164607480168343,3.6010704040527344,-10.834297180175781,-10.555684089660645
315.4769907705929,0.010801650583744049,3.6010704040527344,-10.724380493164062,-10.601860046386719
320.48461181633576,0.010620172135531902,3.6010704040527344,-10.91231918334961,-10.601860046386719
325.49218204740777,0.010438693687319756,3.6010704040527344,-10.770490646362305,-10.711833953857422
330.4997545882376,0.010438693687319756,3.6010704040527344,-10.816597938537598,-10.523794174194336
332.1845342469708,0.009894258342683315,3.6007628440856934,-10.880412101745605,-10.569968223571777
60.01286304098857,0.0,3.588144063949585,-10.798891067504883,-10.300582885742188
120.02573840068524,0.0,3.582911968231201,-10.813090324401855,-10.580896377563477
180.03859143272348,0.0,3.579218864440918,-10.749271392822266,-10.517099380493164
240.05145254891391,0.0,3.576448917388916,-10.703171730041504,-10.378622055053711
300.06432097933725,0.0,3.5742945671081543,-10.660581588745117,-10.42812728881836
360.0771851752047,0.0,3.5721399784088135,-10.724380493164062,-10.555684089660645
420.09005052595114,0.0,3.570909023284912,-10.851984024047852,-10.619465827941895
480.1029339697999,0.0,3.5690624713897705,-10.586074829101562,-10.619465827941895
540.1158220331642,0.0,3.56783127784729,-10.788182258605957,-10.555684089660645
600.1286442684323,0.0,3.5669078826904297,-10.692481994628906,-10.523794174194336
660.1415080793402,0.0,3.565369129180908,-10.816597938537598,-10.460015296936035
720.1544219349995,0.0,3.564753532409668,-10.876910209655762,-10.456671714782715
780.1672484048236,0.0,3.5638301372528076,-10.78117847442627,-10.50283145904541
840.1801064413368,0.0,3.5629069805145264,-10.795371055603027,-10.517099380493164
900.1929683274466,0.0,3.562291383743286,-10.685455322265625,-10.453303337097168
960.2060488706246,0.0,3.561675786972046,-10.653547286987305,-10.531364440917969
1020.2187244362748,0.0,3.5610604286193848,-10.653547286987305,-10.421406745910645
1080.2315786231918,0.0,3.5604448318481445,-10.653547286987305,-10.531364440917969
1140.2444705361524,0.0,3.559521436691284,-10.717362403869629,-10.439043045043945
1200.2572766031162,0.0,3.559213638305664,-10.749271392822266,-10.580896377563477
1260.2701554274497,0.0,3.558598041534424,-10.813090324401855,-10.50283145904541
1320.2830030700527,0.0,3.558290481567383,-10.813090324401855,-10.456671714782715
1380.2958876687808,0.0,3.5576748847961426,-10.78469181060791,-10.506181716918945
1440.3089820705052,0.0,3.5573670864105225,-10.724380493164062,-10.523794174194336
1500.3216199101118,0.0,3.5570592880249023,-10.834297180175781,-10.619465827941895
1560.3344944998892,0.0,3.556443691253662,-10.82008171081543,-10.619465827941895
1620.34734483721,0.0,3.556135892868042,-10.773967742919922,-10.651357650756836
1680.3602363652112,0.0,3.555828094482422,-10.57186508178711,-10.651357650756836
1740.3730751537432,0.0,3.5552127361297607,-10.479673385620117,-10.7151460647583
1800.3859374248125,0.0,3.5549049377441406,-10.355615615844727,-10.778935432434082
1860.398817788984,0.0,3.5545971393585205,-10.419363021850586,-10.73273754119873
1920.4116662015067,0.0,3.5542893409729004,-10.419363021850586,-10.672237396240234
1980.4245280876169,0.0,3.5539815425872803,-10.546873092651367,-10.796521186828613
2040.4374107615463,0.0,3.55367374420166,-10.546873092651367,-10.689812660217285
2100.450256864311,0.0,3.55367374420166,-10.546873092651367,-10.736013412475586
2160.4631641756573,0.0,3.55336594581604,-10.514995574951172,-10.782214164733887
2220.4759725523786,0.0,3.553058385848999,-10.624861717224121,-10.796521186828613
2280.4888529165505,0.0,3.552750587463379,-10.61063289642334,-10.626044273376465
2340.5017151876195,0.0,3.552442789077759,-10.546873092651367,-10.767902374267578
2400.5145793834868,0.0,3.5521349906921387,-10.451238632202148,-10.608465194702148
2460.5274443492735,0.0,3.5518271923065186,-10.511555671691895,-10.810829162597656
2520.5403173992127,0.0,3.5518271923065186,-10.539977073669434,-10.68325138092041
2580.5531577275833,0.0,3.5518271923065186,-10.898106575012207,-10.619465827941895
2640.5661116190436,0.0,3.5512115955352783,-10.770490646362305,-10.679936408996582
2700.5789022876224,0.0,3.5512115955352783,-10.813090324401855,-10.50283145904541
2760.5917676383683,0.0,3.5512115955352783,-10.653547286987305,-10.531364440917969
2820.6046441529443,0.0,3.550903797149658,-10.653547286987305,-10.421406745910645
2880.617496415063,0.0,3.550595998764038,-10.6216402053833,-10.531364440917969
2940.63036138085,0.0,3.550595998764038,-10.717362403869629,-10.453303337097168
3000.643234430789,0.0,3.550288438796997,-10.749271392822266,-10.470938682556152
3060.6560882327462,0.0,3.549980640411377,-10.813090324401855,-10.580896377563477
3120.6689558932508,0.0,3.549980640411377,-10.78117847442627,-10.392887115478516
3180.681825478553,0.0,3.549672842025757,-10.685455322265625,-10.48520278930664
3240.694697758572,0.0,3.5493650436401367,-10.6216402053833,-10.389511108398438
3300.7075650341167,0.0,3.549672842025757,-10.635820388793945,-10.386119842529297
3360.720430384863,0.0,3.5493650436401367,-10.586176872253418,-10.790716171264648
3420.7332630140413,0.0,3.5490572452545166,-10.582594871520996,-10.694955825805664
3480.746143378213,0.0,3.5490572452545166,-10.55068302154541,-10.631121635437012
3540.7590283619,0.0,3.5487494468688965,-10.51877212524414,-10.709203720092773
3600.007477070842,0.0,3.5484416484832764,-10.426637649536133,-10.570721626281738
5.007577930264564,-0.049995046108961105,3.518588066101074,-10.458544731140137,-10.570721626281738
10.015165869479436,-0.049995046108961105,3.5136635303497314,-10.614509582519531,-10.648794174194336
15.022714542812322,-0.049998581409454346,3.509354829788208,-10.522358894348145,-10.616878509521484
20.03029170315763,-0.049995046108961105,3.5050461292266846,-10.522358894348145,-10.446511268615723
25.03797511236009,-0.049995046108961105,3.5013527870178223,-10.476286888122559,-10.33656120300293
30.045434475059423,-0.049995046108961105,3.49765944480896,-10.476286888122559,-10.40036392211914
35.05300817076809,-0.049998581409454346,3.494581937789917,-10.412480354309082,-10.556476593017578
