Time,Temperature
 2025-08-19 16:47:22.1387,31.26773
 2025-08-19 16:47:22.1388,31.272389
 2025-08-19 16:47:22.1389,31.269283
 2025-08-19 16:47:22.1390,31.273942
 2025-08-19 16:47:22.1391,31.278601
 2025-08-19 16:47:22.1392,31.28326
 2025-08-19 16:47:22.1393,31.280154
 2025-08-19 16:47:22.1394,31.277048
 2025-08-19 16:47:22.1395,31.273942
 2025-08-19 16:47:22.1396,31.270836
 2025-08-19 16:47:22.1397,31.28326
 2025-08-19 16:47:22.1398,31.275494
 2025-08-19 16:47:22.1399,31.267729
 2025-08-19 16:47:22.1400,31.275494
 2025-08-19 16:47:22.1401,31.267729
 2025-08-19 16:47:22.1402,31.267729
 2025-08-19 16:47:22.1403,31.252198
 2025-08-19 16:47:22.1404,31.244432
 2025-08-19 16:47:22.1405,31.244432
 2025-08-19 16:47:22.1406,31.244432
 2025-08-19 16:47:22.1407,31.252197
 2025-08-19 16:47:22.1408,31.244432
 2025-08-19 16:47:22.1409,31.252198
 2025-08-19 16:47:22.1410,31.252198
 2025-08-19 16:47:22.1411,31.244433
 2025-08-19 16:47:22.1412,31.244433
 2025-08-19 16:47:22.1413,31.236668
 2025-08-19 16:47:22.1414,31.252199
 2025-08-19 16:47:22.1415,31.275495
 2025-08-19 16:47:22.1416,31.275495
 2025-08-19 16:47:22.1417,31.28326
 2025-08-19 16:47:22.1418,31.28326
 2025-08-19 16:47:22.1419,31.275495
 2025-08-19 16:47:22.1420,31.275495
 2025-08-19 16:47:22.1421,31.275495
 2025-08-19 16:47:22.1422,31.291025
 2025-08-19 16:47:22.1423,31.291025
 2025-08-19 16:47:22.1424,31.283259
 2025-08-19 16:47:22.1425,31.275494
 2025-08-19 16:47:22.1426,31.267729
 2025-08-19 16:47:22.1427,31.259963
 2025-08-19 16:47:22.1428,31.252198
 2025-08-19 16:47:22.1429,31.252198
 2025-08-19 16:47:22.1430,31.252198
 2025-08-19 16:47:22.1431,31.267728
 2025-08-19 16:47:22.1432,31.267728
 2025-08-19 16:47:22.1433,31.252198
 2025-08-19 16:47:22.1434,31.244432
 2025-08-19 16:47:22.1435,31.244432
 2025-08-19 16:47:22.1436,31.252197
 2025-08-19 16:47:22.1437,31.244432
 2025-08-19 16:47:22.1438,31.267728
 2025-08-19 16:47:22.1439,31.259962
 2025-08-19 16:47:22.1440,31.252197
 2025-08-19 16:47:22.1441,31.244431
 2025-08-19 16:47:22.1442,31.228901
 2025-08-19 16:47:22.1443,31.236666
 2025-08-19 16:47:22.1444,31.228901
 2025-08-19 16:47:22.1445,31.244431
 2025-08-19 16:47:22.1446,31.259962
 2025-08-19 16:47:22.1447,31.252197
 2025-08-19 16:47:22.1448,31.252197
 2025-08-19 16:47:22.1449,31.236667
 2025-08-19 16:47:22.1450,31.244433
 2025-08-19 16:47:22.1451,31.244433
 2025-08-19 16:47:22.1452,31.259964
 2025-08-19 16:47:22.1453,31.267729
 2025-08-19 16:47:22.1454,31.259964
 2025-08-19 16:47:22.1455,31.275495
 2025-08-19 16:47:22.1456,31.26773
 2025-08-19 16:47:22.1457,31.259964
 2025-08-19 16:47:22.1458,31.26773
 2025-08-19 16:47:22.1459,31.259964
 2025-08-19 16:47:22.1460,31.259964
 2025-08-19 16:47:22.1461,31.259964
 2025-08-19 16:47:22.1462,31.259964
 2025-08-19 16:47:22.1463,31.267729
 2025-08-19 16:47:22.1464,31.259964
 2025-08-19 16:47:22.1465,31.259964
 2025-08-19 16:47:22.1466,31.252199
 2025-08-19 16:47:22.1467,31.252199
 2025-08-19 16:47:22.1468,31.259964
 2025-08-19 16:47:22.1469,31.244433
 2025-08-19 16:47:22.1470,31.236668
 2025-08-19 16:47:22.1471,31.244433
 2025-08-19 16:47:22.1472,31.244433
 2025-08-19 16:47:22.1473,31.252198
 2025-08-19 16:47:22.1474,31.252198
 2025-08-19 16:47:22.1475,31.236667
 2025-08-19 16:47:22.1476,31.244432
 2025-08-19 16:47:22.1477,31.244432
 2025-08-19 16:47:22.1478,31.244432
 2025-08-19 16:47:22.1479,31.244432
 2025-08-19 16:47:22.1480,31.236667
 2025-08-19 16:47:22.1481,31.259963
 2025-08-19 16:47:22.1482,31.252198
 2025-08-19 16:47:22.1483,31.252198
 2025-08-19 16:47:22.1484,31.252198
 2025-08-19 16:47:22.1485,31.236668
 2025-08-19 16:47:22.1486,31.259964
 2025-08-19 16:47:22.1487,31.252199
 2025-08-19 16:47:22.1488,31.252199
 2025-08-19 16:47:22.1489,31.252199
 2025-08-19 16:47:22.1490,31.244434
 2025-08-19 16:47:22.1491,31.259964
 2025-08-19 16:47:22.1492,31.252199
 2025-08-19 16:47:22.1493,31.259964
 2025-08-19 16:47:22.1494,31.259964
 2025-08-19 16:47:22.1495,31.259964
 2025-08-19 16:47:22.1496,31.26773
 2025-08-19 16:47:22.1497,31.259964
 2025-08-19 16:47:22.1498,31.259964
 2025-08-19 16:47:22.1499,31.252199
 2025-08-19 16:47:22.1500,31.259964
 2025-08-19 16:47:22.1501,31.275494
 2025-08-19 16:47:22.1502,31.275494
 2025-08-19 16:47:22.1503,31.275494
 2025-08-19 16:47:22.1504,31.252198
 2025-08-19 16:47:22.1505,31.259963
 2025-08-19 16:47:22.1506,31.252198
 2025-08-19 16:47:22.1507,31.244433
 2025-08-19 16:47:22.1508,31.259963
 2025-08-19 16:47:22.1509,31.259963
 2025-08-19 16:47:22.1510,31.275494
 2025-08-19 16:47:22.1511,31.267729
 2025-08-19 16:47:22.1512,31.259964
 2025-08-19 16:47:22.1513,31.259964
 2025-08-19 16:47:22.1514,31.267729
 2025-08-19 16:47:22.1515,31.291025
 2025-08-19 16:47:22.1516,31.291025
 2025-08-19 16:47:22.1517,31.306555
 2025-08-19 16:47:22.1518,31.298789
 2025-08-19 16:47:22.1519,31.275493
