Time,Temperature
 2025-08-15 11:22:58.5157,29.637049
 2025-08-15 11:22:58.5167,29.621519
 2025-08-15 11:22:58.5177,29.675874
 2025-08-15 11:22:58.5187,29.652579
 2025-08-15 11:22:58.5197,29.660344
 2025-08-15 11:22:58.5207,29.683639
 2025-08-15 11:22:58.5217,29.668109
 2025-08-15 11:22:58.5227,29.652579
 2025-08-15 11:22:58.5237,29.637049
 2025-08-15 11:22:58.5247,29.652579
 2025-08-15 11:22:58.5257,29.668109
 2025-08-15 11:22:58.5267,29.668108
 2025-08-15 11:22:58.5277,29.675874
 2025-08-15 11:22:58.5287,29.660344
 2025-08-15 11:22:58.5297,29.644814
 2025-08-15 11:22:58.5307,29.644814
 2025-08-15 11:22:58.5317,29.668109
 2025-08-15 11:22:58.5327,29.621518
 2025-08-15 11:22:58.5337,29.613754
 2025-08-15 11:22:58.5347,29.652579
 2025-08-15 11:22:58.5357,29.629284
 2025-08-15 11:22:58.5367,29.637049
 2025-08-15 11:22:58.5377,29.644814
 2025-08-15 11:22:58.5387,29.652579
 2025-08-15 11:22:58.5397,29.652579
 2025-08-15 11:22:58.5407,29.668109
 2025-08-15 11:22:58.5417,29.675874
 2025-08-15 11:22:58.5427,29.660344
 2025-08-15 11:22:58.5437,29.644814
 2025-08-15 11:22:58.5447,29.691404
 2025-08-15 11:22:58.5457,29.675874
 2025-08-15 11:22:58.5467,29.668109
 2025-08-15 11:22:58.5477,29.683639
 2025-08-15 11:22:58.5487,29.660344
 2025-08-15 11:22:58.5497,29.675874
 2025-08-15 11:22:58.5507,29.675874
 2025-08-15 11:22:58.5517,29.683639
 2025-08-15 11:22:58.5527,29.668109
 2025-08-15 11:22:58.5537,29.660344
 2025-08-15 11:22:58.5547,29.675874
 2025-08-15 11:22:58.5557,29.660344
 2025-08-15 11:22:58.5567,29.629284
 2025-08-15 11:22:58.5577,29.668109
 2025-08-15 11:22:58.5587,29.660344
 2025-08-15 11:22:58.5597,29.675874
 2025-08-15 11:22:58.5607,29.668109
 2025-08-15 11:22:58.5617,29.660344
 2025-08-15 11:22:58.5627,29.675873
 2025-08-15 11:22:58.5637,29.605988
 2025-08-15 11:22:58.5647,29.621518
 2025-08-15 11:22:58.5657,29.675874
 2025-08-15 11:22:58.5667,29.652579
 2025-08-15 11:22:58.5677,29.621519
 2025-08-15 11:22:58.5687,29.644814
 2025-08-15 11:22:58.5697,29.629284
 2025-08-15 11:22:58.5707,29.629283
 2025-08-15 11:22:58.5717,29.644814
 2025-08-15 11:22:58.5727,29.629284
 2025-08-15 11:22:58.5737,29.621519
 2025-08-15 11:22:58.5747,29.652579
 2025-08-15 11:22:58.5757,29.621519
 2025-08-15 11:22:58.5767,29.629283
 2025-08-15 11:22:58.5777,29.621519
 2025-08-15 11:22:58.5787,29.660344
 2025-08-15 11:22:58.5797,29.652579
 2025-08-15 11:22:58.5807,29.644814
 2025-08-15 11:22:58.5817,29.644814
 2025-08-15 11:22:58.5827,29.598224
 2025-08-15 11:22:58.5837,29.644814
 2025-08-15 11:22:58.5847,29.637049
 2025-08-15 11:22:58.5857,29.652579
 2025-08-15 11:22:58.5867,29.629284
 2025-08-15 11:22:58.5877,29.652579
 2025-08-15 11:22:58.5887,29.613753
 2025-08-15 11:22:58.5897,29.613753
 2025-08-15 11:22:58.5907,29.652579
 2025-08-15 11:22:58.5917,29.660344
 2025-08-15 11:22:58.5927,29.644814
 2025-08-15 11:22:58.5937,29.660344
 2025-08-15 11:22:58.5947,29.706934
 2025-08-15 11:22:58.5957,29.675874
 2025-08-15 11:22:58.5967,29.652579
 2025-08-15 11:22:58.5977,29.652579
 2025-08-15 11:22:58.5987,29.691404
 2025-08-15 11:22:58.5997,29.675874
 2025-08-15 11:22:58.6007,29.660344
 2025-08-15 11:22:58.6017,29.722464
 2025-08-15 11:22:58.6027,29.714699
 2025-08-15 11:22:58.6037,29.675874
 2025-08-15 11:22:58.6047,29.683639
 2025-08-15 11:22:58.6057,29.699169
 2025-08-15 11:22:58.6067,29.706934
 2025-08-15 11:22:58.6077,29.730229
 2025-08-15 11:22:58.6087,29.722464
 2025-08-15 11:22:58.6097,29.691404
 2025-08-15 11:22:58.6107,29.691404
 2025-08-15 11:22:58.6117,29.691404
 2025-08-15 11:22:58.6127,29.706934
 2025-08-15 11:22:58.6137,29.722464
 2025-08-15 11:22:58.6147,29.737994
 2025-08-15 11:22:58.6157,29.714699
 2025-08-15 11:22:58.6167,29.714699
 2025-08-15 11:22:58.6177,29.699169
 2025-08-15 11:22:58.6187,29.699169
 2025-08-15 11:22:58.6197,29.699169
 2025-08-15 11:22:58.6207,29.691404
 2025-08-15 11:22:58.6217,29.761289
 2025-08-15 11:22:58.6227,29.714699
 2025-08-15 11:22:58.6237,29.691403
 2025-08-15 11:22:58.6247,29.699169
 2025-08-15 11:22:58.6257,29.675874
 2025-08-15 11:22:58.6267,29.714699
 2025-08-15 11:22:58.6277,29.714699
 2025-08-15 11:22:58.6287,29.730229
 2025-08-15 11:22:58.6297,29.722464
 2025-08-15 11:22:58.6307,29.699169
 2025-08-15 11:22:58.6317,29.714699
 2025-08-15 11:22:58.6327,29.675873
 2025-08-15 11:22:58.6337,29.668108
 2025-08-15 11:22:58.6347,29.737994
 2025-08-15 11:22:58.6357,29.683639
 2025-08-15 11:22:58.6367,29.730229
 2025-08-15 11:22:58.6377,29.722464
 2025-08-15 11:22:58.6387,29.699169
 2025-08-15 11:22:58.6397,29.675874
 2025-08-15 11:22:58.6407,29.691404
 2025-08-15 11:22:58.6417,29.722464
 2025-08-15 11:22:58.6427,29.699169
 2025-08-15 11:22:58.6437,29.683639
 2025-08-15 11:22:58.6447,29.714699
 2025-08-15 11:22:58.6457,29.714699
 2025-08-15 11:22:58.6467,29.706934
 2025-08-15 11:22:58.6477,29.730229
 2025-08-15 11:22:58.6487,29.753524
 2025-08-15 11:22:58.6497,29.714699
 2025-08-15 11:22:58.6507,29.722464
 2025-08-15 11:22:58.6517,29.737994
 2025-08-15 11:22:58.6527,29.706934
 2025-08-15 11:22:58.6537,29.691403
 2025-08-15 11:22:58.6547,29.699169
 2025-08-15 11:22:58.6557,29.722464
 2025-08-15 11:22:58.6567,29.691404
 2025-08-15 11:22:58.6577,29.691404
 2025-08-15 11:22:58.6587,29.706934
 2025-08-15 11:22:58.6597,29.683639
 2025-08-15 11:22:58.6607,29.699169
 2025-08-15 11:22:58.6617,29.714699
 2025-08-15 11:22:58.6627,29.714699
 2025-08-15 11:22:58.6637,29.699169
 2025-08-15 11:22:58.6647,29.699169
 2025-08-15 11:22:58.6657,29.714699
 2025-08-15 11:22:58.6667,29.737994
 2025-08-15 11:22:58.6677,29.722464
 2025-08-15 11:22:58.6687,29.730229
 2025-08-15 11:22:58.6697,29.714699
 2025-08-15 11:22:58.6707,29.761289
 2025-08-15 11:22:58.6717,29.722464
 2025-08-15 11:22:58.6727,29.706934
 2025-08-15 11:22:58.6737,29.706934
 2025-08-15 11:22:58.6747,29.722464
 2025-08-15 11:22:58.6757,29.706934
 2025-08-15 11:22:58.6767,29.706934
 2025-08-15 11:22:58.6777,29.683639
 2025-08-15 11:22:58.6787,29.683639
 2025-08-15 11:22:58.6797,29.691404
 2025-08-15 11:22:58.6807,29.660344
 2025-08-15 11:22:58.6817,29.691404
 2025-08-15 11:22:58.6827,29.660344
 2025-08-15 11:22:58.6837,29.691404
 2025-08-15 11:22:58.6847,29.675874
 2025-08-15 11:22:58.6857,29.691404
 2025-08-15 11:22:58.6867,29.683639
 2025-08-15 11:22:58.6877,29.691404
 2025-08-15 11:22:58.6887,29.691404
 2025-08-15 11:22:58.6897,29.660344
 2025-08-15 11:22:58.6907,29.652579
 2025-08-15 11:22:58.6917,29.668109
 2025-08-15 11:22:58.6927,29.699169
 2025-08-15 11:22:58.6937,29.652579
 2025-08-15 11:22:58.6947,29.683639
 2025-08-15 11:22:58.6957,29.613754
 2025-08-15 11:22:58.6967,29.675874
 2025-08-15 11:22:58.6977,29.629284
 2025-08-15 11:22:58.6987,29.629284
 2025-08-15 11:22:58.6997,29.613754
 2025-08-15 11:22:58.7007,29.660344
 2025-08-15 11:22:58.7017,29.652579
 2025-08-15 11:22:58.7027,29.621519
 2025-08-15 11:22:58.7037,29.660344
 2025-08-15 11:22:58.7047,29.637049
 2025-08-15 11:22:58.7057,29.668109
 2025-08-15 11:22:58.7067,29.652579
 2025-08-15 11:22:58.7077,29.637049
 2025-08-15 11:22:58.7087,29.605989
 2025-08-15 11:22:58.7097,29.660344
 2025-08-15 11:22:58.7107,29.668109
 2025-08-15 11:22:58.7117,29.668109
 2025-08-15 11:22:58.7127,29.668109
 2025-08-15 11:22:58.7137,29.644814
 2025-08-15 11:22:58.7147,29.652579
 2025-08-15 11:22:58.7157,29.621519
 2025-08-15 11:22:58.7167,29.629284
 2025-08-15 11:22:58.7177,29.660344
 2025-08-15 11:22:58.7187,29.637049
 2025-08-15 11:22:58.7197,29.652579
 2025-08-15 11:22:58.7207,29.644814
 2025-08-15 11:22:58.7217,29.605989
 2025-08-15 11:22:58.7227,29.660344
 2025-08-15 11:22:58.7237,29.637049
 2025-08-15 11:22:58.7247,29.637049
 2025-08-15 11:22:58.7257,29.644814
 2025-08-15 11:22:58.7267,29.675874
 2025-08-15 11:22:58.7277,29.644814
 2025-08-15 11:22:58.7287,29.637049
 2025-08-15 11:22:58.7297,29.652579
 2025-08-15 11:22:58.7307,29.683639
 2025-08-15 11:22:58.7317,29.637049
 2025-08-15 11:22:58.7327,29.629284
 2025-08-15 11:22:58.7337,29.629284
 2025-08-15 11:22:58.7347,29.652579
 2025-08-15 11:22:58.7357,29.613754
 2025-08-15 11:22:58.7367,29.652579
 2025-08-15 11:22:58.7377,29.637049
 2025-08-15 11:22:58.7387,29.660344
 2025-08-15 11:22:58.7397,29.613754
 2025-08-15 11:22:58.7407,29.660344
 2025-08-15 11:22:58.7417,29.644814
 2025-08-15 11:22:58.7427,29.637049
 2025-08-15 11:22:58.7437,29.644814
 2025-08-15 11:22:58.7447,29.668109
 2025-08-15 11:22:58.7457,29.644814
 2025-08-15 11:22:58.7467,29.652579
 2025-08-15 11:22:58.7477,29.675874
 2025-08-15 11:22:58.7487,29.675874
