Time,Temperature
18:41:47,30.0
18:41:48,30.0
18:41:49,30.0
18:41:50,30.0
18:41:51,30.0
18:41:52,30.0
18:41:53,30.0
18:41:54,30.0
18:41:55,30.0
18:41:56,30.0
18:41:57,30.0
18:41:58,30.0
18:41:59,30.0
18:42:00,30.0
18:42:01,30.0
18:42:02,30.0
18:42:03,30.0
18:42:04,30.0
18:42:05,30.0
18:42:06,30.0
18:42:07,30.0
18:42:08,30.0
18:42:09,30.0
18:42:10,30.0
18:42:11,30.0
18:42:12,30.0
18:42:13,30.0
18:42:14,30.0
18:42:15,30.0
18:42:16,30.0
18:42:17,30.0
18:42:18,30.0
18:42:19,30.0
18:42:20,30.0
18:42:21,30.0
18:42:22,30.0
18:42:23,30.0
18:42:24,30.0
18:42:25,30.0
18:42:26,30.0
18:42:27,30.0
18:42:28,30.0
18:42:29,30.0
18:42:30,30.0
18:42:31,30.0
18:42:32,30.0
18:42:33,30.0
18:42:34,30.0
18:42:35,30.0
18:42:36,30.0
18:42:37,30.0
18:42:38,30.0
18:42:39,30.0
18:42:40,30.0
18:42:41,30.0
18:42:42,30.0
18:42:43,30.0
18:42:44,30.0
18:42:45,30.0
18:42:46,30.0
18:42:47,30.0
18:42:48,30.0
18:42:49,30.0
18:42:50,30.0
18:42:51,30.0
18:42:52,30.0
18:42:53,30.0
18:42:54,30.0
18:42:55,30.0
18:42:56,30.0
18:42:57,30.0
18:42:58,30.0
18:42:59,30.0
18:43:00,30.0
18:43:01,30.0
18:43:02,30.0
18:43:03,30.0
18:43:04,30.0
18:43:05,30.0
18:43:06,30.0
18:43:07,30.0
18:43:08,30.0
18:43:09,30.0
18:43:10,30.0
18:43:11,30.0
18:43:12,30.0
18:43:13,30.0
18:43:14,30.0
18:43:15,30.0
18:43:16,30.0
18:43:17,30.0
18:43:18,30.0
18:43:19,30.0
18:43:20,30.0
18:43:21,30.0
18:43:22,30.0
18:43:23,30.0
18:43:24,30.0
18:43:25,30.0
18:43:26,30.0
18:43:27,30.0
18:43:28,30.0
18:43:29,30.0
18:43:30,30.0
18:43:31,30.0
18:43:32,30.0
18:43:33,30.0
18:43:34,30.0
18:43:35,30.0
18:43:36,30.0
18:43:37,30.0
18:43:38,30.0
18:43:39,30.0
18:43:40,30.0
18:43:41,30.0
18:43:42,30.0
18:43:43,30.0
18:43:44,30.0
18:43:45,30.0
18:43:46,30.0
18:43:47,30.0
18:43:48,30.0
18:43:49,30.0
18:43:50,30.0
18:43:51,30.0
18:43:52,30.0
18:43:53,30.0
18:43:54,30.0
18:43:55,30.0
18:43:56,30.0
18:43:57,30.0
18:43:58,30.0
18:43:59,30.0
18:44:00,30.0
18:44:01,30.0
18:44:02,30.0
18:44:03,30.0
18:44:04,30.0
18:44:05,30.0
18:44:06,30.0
18:44:07,30.0
18:44:08,30.0
18:44:09,30.0
18:44:10,30.0
18:44:11,30.0
18:44:12,30.0
18:44:13,30.0
18:44:14,30.0
18:44:15,30.0
18:44:16,30.0
18:44:17,30.0
18:44:18,30.0
18:44:19,30.0
18:44:20,30.0
18:44:21,30.0
18:44:22,30.0
18:44:23,30.0
18:44:24,30.0
18:44:25,30.0
18:44:26,30.0
18:44:27,30.0
18:44:28,30.0
18:44:29,30.0
18:44:30,30.0
18:44:31,30.0
18:44:32,30.0
18:44:33,30.0
18:44:34,30.0
18:44:35,30.0
18:44:36,30.0
18:44:37,30.0
18:44:38,30.0
18:44:39,30.0
18:44:40,30.0
18:44:41,30.0
18:44:42,30.0
18:44:43,30.0
18:44:44,30.0
18:44:45,30.0
18:44:46,30.0
18:44:47,30.0
18:44:48,30.0
18:44:49,30.0
18:44:50,30.0
18:44:51,30.0
18:44:52,30.0
18:44:53,30.0
18:44:54,30.0
18:44:55,30.0
18:44:56,30.0
18:44:57,30.0
18:44:58,30.0
18:44:59,30.0
18:45:00,30.0
18:45:01,30.0
18:45:02,30.0
18:45:03,30.0
18:45:04,30.0
18:45:05,30.0
18:45:06,30.0
18:45:07,30.0
18:45:08,30.0
18:45:09,30.0
18:45:10,30.0
18:45:11,30.0
18:45:12,30.0
18:45:13,30.0
18:45:14,30.0
18:45:15,30.0
18:45:16,30.0
18:45:17,30.0
18:45:18,30.0
18:45:19,30.0
18:45:20,30.0
18:45:21,30.0
18:45:22,30.0
18:45:23,30.0
18:45:24,30.0
18:45:25,30.0
18:45:26,30.0
18:45:27,30.0
18:45:28,30.0
18:45:29,30.0
18:45:30,30.0
18:45:31,30.0
18:45:32,30.0
18:45:33,30.0
18:45:34,30.0
18:45:35,30.0
18:45:36,30.0
18:45:37,30.0
18:45:38,30.0
18:45:39,30.0
18:45:40,30.0
18:45:41,30.0
18:45:42,30.0
18:45:43,30.0
18:45:44,30.0
18:45:45,30.0
18:45:46,30.0
18:45:47,30.0
18:45:48,30.0
18:45:49,30.0
18:45:50,30.0
18:45:51,30.0
18:45:52,30.0
18:45:53,30.0
18:45:54,30.0
18:45:55,30.0
18:45:56,30.0
18:45:57,30.0
18:45:58,30.0
18:45:59,30.0
18:46:00,30.0
18:46:01,30.0
18:46:02,30.0
18:46:03,30.0
18:46:04,30.0
18:46:05,30.0
18:46:06,30.0
18:46:07,30.0
18:46:08,30.0
18:46:09,30.0
18:46:10,30.0
18:46:11,30.0
18:46:12,30.0
18:46:13,30.0
18:46:14,30.0
18:46:15,30.0
18:46:16,30.0
18:46:17,30.0
18:46:18,30.0
18:46:19,30.0
18:46:20,30.0
18:46:21,30.0
18:46:22,29.9
18:46:23,30.0
18:46:24,30.0
18:46:25,30.0
18:46:26,30.0
18:46:27,30.0
18:46:28,30.0
18:46:29,30.0
18:46:30,30.0
18:46:31,30.0
18:46:32,30.0
18:46:33,30.0
18:46:34,30.0
18:46:35,30.0
18:46:36,30.0
18:46:37,30.0
18:46:38,30.0
18:46:39,30.0
18:46:40,30.0
18:46:41,30.0
18:46:42,30.0
18:46:43,30.0
18:46:44,30.0
18:46:45,29.9
18:46:46,30.0
18:46:47,30.0
18:46:48,30.0
18:46:49,30.0
18:46:50,30.0
18:46:51,30.0
18:46:52,30.0
18:46:53,30.0
18:46:54,29.9
18:46:55,30.0
18:46:56,30.0
18:46:57,30.0
18:46:58,30.0
18:46:59,30.0
18:47:00,30.0
18:47:01,30.0
18:47:02,30.0
18:47:03,30.0
18:47:04,30.0
18:47:05,30.0
18:47:06,30.0
18:47:07,30.0
18:47:08,30.0
18:47:09,29.9
18:47:10,30.0
18:47:11,30.0
18:47:12,30.0
18:47:13,30.0
18:47:14,30.0
18:47:15,30.0
18:47:16,30.0
18:47:17,30.0
18:47:18,30.0
18:47:19,30.0
18:47:20,30.0
18:47:21,30.0
18:47:22,30.0
18:47:23,30.0
18:47:24,30.0
18:47:25,30.0
18:47:26,30.0
18:47:27,30.0
18:47:28,30.0
18:47:29,30.0
18:47:30,30.0
18:47:31,29.9
18:47:32,30.0
18:47:33,30.0
18:47:34,30.0
18:47:35,30.0
18:47:36,30.0
18:47:37,30.0
18:47:38,30.0
18:47:39,30.0
18:47:40,30.0
18:47:41,30.0
18:47:42,30.0
18:47:43,30.0
18:47:44,30.0
18:47:45,30.0
18:47:46,30.0
18:47:47,30.0
18:47:48,30.0
18:47:49,30.0
18:47:50,30.0
18:47:51,30.0
18:47:52,30.0
18:47:53,30.0
18:47:54,30.0
18:47:55,30.0
18:47:56,30.0
18:47:57,30.0
18:47:58,30.0
18:47:59,30.0
18:48:00,30.0
18:48:01,30.0
18:48:02,30.0
18:48:03,30.0
18:48:04,30.0
18:48:05,30.0
18:48:06,30.0
18:48:07,30.0
18:48:08,30.0
18:48:09,30.0
18:48:10,30.0
18:48:11,30.0
18:48:12,30.0
18:48:13,30.0
18:48:14,30.0
18:48:15,30.0
18:48:16,30.0
18:48:17,30.0
18:48:18,30.0
18:48:19,30.0
18:48:20,30.0
18:48:21,29.9
18:48:22,30.0
18:48:23,30.0
18:48:24,30.0
18:48:25,30.0
18:48:26,30.0
18:48:27,30.0
18:48:28,30.0
18:48:29,30.0
18:48:30,30.0
18:48:31,30.0
18:48:32,30.0
18:48:33,30.0
18:48:34,30.0
18:48:35,30.0
18:48:36,30.0
18:48:37,30.0
18:48:38,30.0
18:48:39,30.0
18:48:40,30.0
18:48:41,30.0
18:48:42,30.0
18:48:43,30.0
18:48:44,30.0
18:48:45,30.0
18:48:46,30.0
18:48:47,30.0
18:48:48,30.0
18:48:49,30.0
18:48:50,30.0
18:48:51,30.0
18:48:52,30.0
18:48:53,30.0
18:48:54,30.0
18:48:55,30.0
18:48:56,30.0
18:48:57,30.0
18:48:58,30.0
18:48:59,29.9
18:49:00,30.0
18:49:01,29.9
18:49:02,30.0
18:49:03,30.0
18:49:04,29.9
18:49:05,29.9
18:49:06,30.0
18:49:07,29.9
18:49:08,30.0
18:49:09,30.0
18:49:10,30.0
18:49:11,30.0
18:49:12,30.0
18:49:13,29.9
18:49:14,30.0
18:49:15,30.0
18:49:16,30.1
18:49:17,30.2
18:49:18,30.2
18:49:19,30.4
